#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
AKT3	PIK3R3	9606.ENSP00000500582	9606.ENSP00000262741	0	0	0	0	0.051	0.093	0.900	0.733	0.973
AKT3	MAPK3	9606.ENSP00000500582	9606.ENSP00000263025	0	0	0	0.595	0.099	0.110	0.900	0.215	0.928
AKT3	PIK3CA	9606.ENSP00000500582	9606.ENSP00000263967	0	0	0	0	0.075	0.098	0.900	0.838	0.984
AKT3	TP53	9606.ENSP00000500582	9606.ENSP00000269305	0	0	0	0	0	0	0.900	0.555	0.953
AKT3	CASP9	9606.ENSP00000500582	9606.ENSP00000330237	0	0	0	0	0	0.067	0.900	0.381	0.937
AKT3	HSP90AA1	9606.ENSP00000500582	9606.ENSP00000335153	0	0	0	0	0	0.385	0.900	0.312	0.954
AKT3	PDPK1	9606.ENSP00000500582	9606.ENSP00000344220	0	0	0.085	0.747	0	0.275	0.900	0.192	0.939
AKT3	MTOR	9606.ENSP00000500582	9606.ENSP00000354558	0	0	0	0	0	0.073	0.900	0.609	0.960
AKT3	JUN	9606.ENSP00000500582	9606.ENSP00000360266	0	0	0	0	0	0.085	0.900	0.407	0.941
AKT3	HSP90AB1	9606.ENSP00000500582	9606.ENSP00000360609	0	0	0	0	0	0.426	0.900	0.306	0.956
AKT3	BCL2L1	9606.ENSP00000500582	9606.ENSP00000365230	0	0	0	0	0	0	0.900	0.341	0.931
AKT3	PIK3CD	9606.ENSP00000500582	9606.ENSP00000366563	0	0	0	0	0	0.098	0.900	0.494	0.950
AKT3	AKT1S1	9606.ENSP00000500582	9606.ENSP00000375711	0	0	0	0	0.058	0.096	0.900	0.622	0.963
AKT3	AKT2	9606.ENSP00000500582	9606.ENSP00000375892	0	0	0.051	0.979	0	0.162	0.900	0.617	0.965
AKT3	BAD	9606.ENSP00000500582	9606.ENSP00000378040	0	0	0	0	0	0.065	0.900	0.220	0.920
AKT3	BCL2	9606.ENSP00000500582	9606.ENSP00000381185	0	0	0	0	0.056	0	0.900	0.486	0.947
AKT3	IKBKB	9606.ENSP00000500582	9606.ENSP00000430684	0	0	0	0.602	0.105	0	0.900	0.153	0.917
AKT3	AKT1	9606.ENSP00000500582	9606.ENSP00000451828	0	0	0.050	0.981	0	0.592	0.900	0.057	0.958
AKT3	PIK3CB	9606.ENSP00000500582	9606.ENSP00000501150	0	0	0	0	0	0.098	0.900	0.636	0.964
AMBRA1	PIK3C3	9606.ENSP00000431926	9606.ENSP00000262039	0	0	0	0	0.090	0.295	0.500	0.999	0.999
AMBRA1	NRBF2	9606.ENSP00000431926	9606.ENSP00000277746	0	0	0	0	0	0	0	0.923	0.923
AMBRA1	ULK1	9606.ENSP00000431926	9606.ENSP00000324560	0	0	0	0	0.115	0.657	0.500	0.822	0.969
AMBRA1	PIK3R4	9606.ENSP00000431926	9606.ENSP00000349205	0	0	0	0	0.311	0	0.500	0.996	0.998
AMBRA1	BCL2	9606.ENSP00000431926	9606.ENSP00000381185	0	0	0	0	0	0.363	0	0.931	0.954
AMBRA1	ATG13	9606.ENSP00000431926	9606.ENSP00000432412	0	0	0	0	0.165	0.292	0.500	0.814	0.938
AMBRA1	SH3GLB1	9606.ENSP00000431926	9606.ENSP00000479919	0	0	0	0	0	0	0	0.985	0.985
AMBRA1	TRAF6	9606.ENSP00000431926	9606.ENSP00000433623	0	0	0	0	0.067	0.510	0	0.986	0.993
ATF4	EIF2AK4	9606.ENSP00000336790	9606.ENSP00000263791	0	0	0	0	0	0	0.500	0.842	0.917
ATF4	EIF2AK3	9606.ENSP00000336790	9606.ENSP00000307235	0	0	0	0	0.057	0	0.900	0.927	0.992
ATF4	PRKACA	9606.ENSP00000336790	9606.ENSP00000309591	0	0	0	0	0	0	0.900	0.291	0.926
ATF4	PRKACB	9606.ENSP00000336790	9606.ENSP00000359719	0	0	0	0	0	0	0.900	0.290	0.925
ATF4	JUN	9606.ENSP00000336790	9606.ENSP00000360266	0	0	0	0	0.061	0.674	0	0.784	0.928
ATF4	DDIT3	9606.ENSP00000336790	9606.ENSP00000448665	0	0	0	0	0.187	0.526	0.900	0.925	0.996
ATG10	RB1CC1	9606.ENSP00000282185	9606.ENSP00000025008	0	0	0	0	0	0.064	0	0.948	0.949
ATG10	GABARAPL2	9606.ENSP00000282185	9606.ENSP00000037243	0	0	0	0	0.101	0.167	0.500	0.851	0.937
ATG10	GABARAP	9606.ENSP00000282185	9606.ENSP00000306866	0	0	0	0	0.087	0.167	0.500	0.776	0.903
ATG10	GABARAPL1	9606.ENSP00000282185	9606.ENSP00000411256	0	0	0	0	0.087	0.167	0.500	0.851	0.935
ATG10	MAP1LC3A	9606.ENSP00000282185	9606.ENSP00000363970	0	0	0	0	0.088	0.050	0.500	0.878	0.940
ATG10	ATG3	9606.ENSP00000282185	9606.ENSP00000283290	0	0	0	0	0	0.240	0	0.947	0.958
ATG10	ATG16L1	9606.ENSP00000282185	9606.ENSP00000375873	0	0	0	0	0	0	0.500	0.949	0.973
ATG10	ATG13	9606.ENSP00000282185	9606.ENSP00000432412	0	0	0	0	0	0.064	0	0.977	0.978
ATG10	ATG5	9606.ENSP00000282185	9606.ENSP00000358072	0	0	0	0	0	0.230	0.500	0.997	0.998
ATG10	ATG12	9606.ENSP00000282185	9606.ENSP00000425107	0	0	0	0	0.061	0.631	0.900	0.999	0.999
ATG10	ATG7	9606.ENSP00000282185	9606.ENSP00000346437	0	0	0	0	0.065	0.637	0.500	0.999	0.999
ATG101	RB1CC1	9606.ENSP00000338990	9606.ENSP00000025008	0	0	0	0	0	0.840	0.800	0.998	0.999
ATG101	PPP2CB	9606.ENSP00000338990	9606.ENSP00000221138	0	0	0	0	0	0	0.900	0	0.900
ATG101	PIK3C3	9606.ENSP00000338990	9606.ENSP00000262039	0	0	0	0	0.049	0.292	0.900	0.863	0.989
ATG101	NRBF2	9606.ENSP00000338990	9606.ENSP00000277746	0	0	0	0	0.064	0	0.900	0.626	0.962
ATG101	ULK1	9606.ENSP00000338990	9606.ENSP00000324560	0	0	0	0	0.054	0.882	0.900	0.997	0.999
ATG101	ATG12	9606.ENSP00000338990	9606.ENSP00000425107	0	0	0	0	0.101	0.292	0	0.856	0.901
ATG101	PPP2CA	9606.ENSP00000338990	9606.ENSP00000418447	0	0	0	0	0.081	0	0.900	0.057	0.905
ATG101	ATG5	9606.ENSP00000338990	9606.ENSP00000358072	0	0	0	0	0.049	0.363	0	0.897	0.932
ATG101	MLST8	9606.ENSP00000338990	9606.ENSP00000457870	0	0	0	0	0.081	0	0.900	0.453	0.945
ATG101	AKT1S1	9606.ENSP00000338990	9606.ENSP00000375711	0	0	0	0	0.067	0	0.900	0.585	0.957
ATG101	MTOR	9606.ENSP00000338990	9606.ENSP00000354558	0	0	0	0	0.042	0	0.900	0.786	0.977
ATG101	C9orf72	9606.ENSP00000338990	9606.ENSP00000482753	0	0	0	0	0	0.510	0.900	0.608	0.979
ATG101	PIK3R4	9606.ENSP00000338990	9606.ENSP00000349205	0	0	0	0	0.049	0	0.900	0.863	0.985
ATG101	ATG13	9606.ENSP00000338990	9606.ENSP00000432412	0	0	0	0	0.060	0.992	0.800	0.998	0.999
ATG101	ULK2	9606.ENSP00000338990	9606.ENSP00000378914	0	0	0	0	0	0.679	0.900	0.997	0.999
ATG12	RB1CC1	9606.ENSP00000425107	9606.ENSP00000025008	0	0	0	0	0.070	0.484	0	0.979	0.989
ATG12	GABARAPL2	9606.ENSP00000425107	9606.ENSP00000037243	0	0	0	0	0.117	0.292	0.900	0.997	0.999
ATG12	PIK3C3	9606.ENSP00000425107	9606.ENSP00000262039	0	0	0	0	0.169	0	0.500	0.932	0.969
ATG12	WIPI1	9606.ENSP00000425107	9606.ENSP00000262139	0	0	0	0	0.049	0.393	0	0.936	0.960
ATG12	ATG10	9606.ENSP00000425107	9606.ENSP00000282185	0	0	0	0	0.061	0.631	0.900	0.999	0.999
ATG12	ATG3	9606.ENSP00000425107	9606.ENSP00000283290	0	0	0	0	0.092	0.997	0.900	0.999	0.999
ATG12	WIPI2	9606.ENSP00000425107	9606.ENSP00000288828	0	0	0	0	0.049	0.699	0.500	0.987	0.998
ATG12	FADD	9606.ENSP00000425107	9606.ENSP00000301838	0	0	0	0	0.086	0.301	0	0.975	0.982
ATG12	GABARAP	9606.ENSP00000425107	9606.ENSP00000306866	0	0	0	0	0.111	0.332	0.900	0.956	0.997
ATG12	ULK1	9606.ENSP00000425107	9606.ENSP00000324560	0	0	0	0	0	0.882	0	0.968	0.996
ATG12	ATG16L2	9606.ENSP00000425107	9606.ENSP00000326340	0	0	0	0	0.056	0.805	0.900	0.818	0.996
ATG12	ATG101	9606.ENSP00000425107	9606.ENSP00000338990	0	0	0	0	0.101	0.292	0	0.856	0.901
ATG12	ATG7	9606.ENSP00000425107	9606.ENSP00000346437	0	0	0	0	0.048	0.922	0.900	0.999	0.999
ATG12	PIK3R4	9606.ENSP00000425107	9606.ENSP00000349205	0	0	0	0	0.044	0	0.500	0.856	0.925
ATG12	MCL1	9606.ENSP00000425107	9606.ENSP00000358022	0	0	0	0	0.062	0.292	0	0.984	0.988
ATG12	ATG5	9606.ENSP00000425107	9606.ENSP00000358072	0	0	0	0	0.118	0.997	0.900	0.999	0.999
ATG12	MAP1LC3A	9606.ENSP00000425107	9606.ENSP00000363970	0	0	0	0	0.105	0.292	0.500	0.945	0.980
ATG12	ATG16L1	9606.ENSP00000425107	9606.ENSP00000375873	0	0	0	0	0.042	0.994	0.900	0.999	0.999
ATG12	ULK2	9606.ENSP00000425107	9606.ENSP00000378914	0	0	0	0	0	0.841	0	0.794	0.965
ATG12	BCL2	9606.ENSP00000425107	9606.ENSP00000381185	0	0	0	0	0.055	0.292	0	0.985	0.989
ATG12	ATG4B	9606.ENSP00000425107	9606.ENSP00000384259	0	0	0	0	0.085	0.221	0	0.901	0.923
ATG12	GABARAPL1	9606.ENSP00000425107	9606.ENSP00000411256	0	0	0	0	0.112	0.292	0.900	0.995	0.999
ATG12	ATG13	9606.ENSP00000425107	9606.ENSP00000432412	0	0	0	0	0.060	0.292	0	0.877	0.911
ATG12	MAP1LC3B	9606.ENSP00000425107	9606.ENSP00000498476	0	0	0	0	0.111	0.313	0.500	0.913	0.969
ATG13	RB1CC1	9606.ENSP00000432412	9606.ENSP00000025008	0	0	0	0	0.049	0.859	0.800	0.998	0.999
ATG13	GABARAPL2	9606.ENSP00000432412	9606.ENSP00000037243	0	0	0	0	0.109	0.641	0	0.964	0.987
ATG13	PIK3C3	9606.ENSP00000432412	9606.ENSP00000262039	0	0	0	0	0.049	0.292	0.500	0.960	0.985
ATG13	ATG10	9606.ENSP00000432412	9606.ENSP00000282185	0	0	0	0	0	0.064	0	0.977	0.978
ATG13	GABARAP	9606.ENSP00000432412	9606.ENSP00000306866	0	0	0	0	0.119	0.763	0	0.859	0.968
ATG13	ULK1	9606.ENSP00000432412	9606.ENSP00000324560	0	0	0	0	0.125	0.995	0.800	0.998	0.999
ATG13	ATG101	9606.ENSP00000432412	9606.ENSP00000338990	0	0	0	0	0.060	0.992	0.800	0.998	0.999
ATG13	PIK3R4	9606.ENSP00000432412	9606.ENSP00000349205	0	0	0	0	0.060	0	0.500	0.916	0.957
ATG13	MAP1LC3C	9606.ENSP00000432412	9606.ENSP00000349785	0	0	0	0	0.102	0.734	0	0.638	0.906
ATG13	MTOR	9606.ENSP00000432412	9606.ENSP00000354558	0	0	0	0	0.074	0	0.500	0.835	0.917
ATG13	ATG5	9606.ENSP00000432412	9606.ENSP00000358072	0	0	0	0	0	0.363	0	0.917	0.945
ATG13	MAP1LC3A	9606.ENSP00000432412	9606.ENSP00000363970	0	0	0	0	0.122	0.800	0	0.837	0.969
ATG13	ATG16L1	9606.ENSP00000432412	9606.ENSP00000375873	0	0	0	0	0.074	0.675	0	0.844	0.949
ATG13	ULK2	9606.ENSP00000432412	9606.ENSP00000378914	0	0	0	0	0.106	0.600	0	0.997	0.998
ATG13	GABARAPL1	9606.ENSP00000432412	9606.ENSP00000411256	0	0	0	0	0.118	0.627	0	0.964	0.987
ATG13	ATG12	9606.ENSP00000432412	9606.ENSP00000425107	0	0	0	0	0.060	0.292	0	0.877	0.911
ATG13	AMBRA1	9606.ENSP00000432412	9606.ENSP00000431926	0	0	0	0	0.165	0.292	0.500	0.814	0.938
ATG13	MAP1LC3B	9606.ENSP00000432412	9606.ENSP00000498476	0	0	0	0	0.143	0.743	0	0.835	0.960
ATG16L1	RB1CC1	9606.ENSP00000375873	9606.ENSP00000025008	0	0	0	0	0.064	0.825	0.900	0.988	0.999
ATG16L1	GABARAPL2	9606.ENSP00000375873	9606.ENSP00000037243	0	0	0	0	0	0.205	0.900	0.893	0.990
ATG16L1	PIK3C3	9606.ENSP00000375873	9606.ENSP00000262039	0	0	0	0	0	0.087	0.500	0.858	0.929
ATG16L1	WIPI1	9606.ENSP00000375873	9606.ENSP00000262139	0	0	0	0	0.072	0.597	0.900	0.772	0.990
ATG16L1	ATG10	9606.ENSP00000375873	9606.ENSP00000282185	0	0	0	0	0	0	0.500	0.949	0.973
ATG16L1	ATG3	9606.ENSP00000375873	9606.ENSP00000283290	0	0	0	0	0.086	0.941	0.900	0.970	0.999
ATG16L1	WIPI2	9606.ENSP00000375873	9606.ENSP00000288828	0	0	0	0	0.072	0.916	0.900	0.993	0.999
ATG16L1	GABARAP	9606.ENSP00000375873	9606.ENSP00000306866	0	0	0	0	0.045	0.205	0.900	0.762	0.979
ATG16L1	ULK1	9606.ENSP00000375873	9606.ENSP00000324560	0	0	0	0	0.050	0.867	0	0.877	0.983
ATG16L1	ATG16L2	9606.ENSP00000375873	9606.ENSP00000326340	0	0	0.097	0.873	0.047	0.307	0.900	0.113	0.937
ATG16L1	ATG7	9606.ENSP00000375873	9606.ENSP00000346437	0	0	0	0	0	0	0.500	0.991	0.995
ATG16L1	PIK3R4	9606.ENSP00000375873	9606.ENSP00000349205	0	0	0	0	0.042	0	0.500	0.879	0.937
ATG16L1	ATG5	9606.ENSP00000375873	9606.ENSP00000358072	0	0	0	0	0.122	0.999	0.900	0.999	0.999
ATG16L1	ATG13	9606.ENSP00000375873	9606.ENSP00000432412	0	0	0	0	0.074	0.675	0	0.844	0.949
ATG16L1	MAP1LC3B	9606.ENSP00000375873	9606.ENSP00000498476	0	0	0	0	0.042	0.452	0.500	0.848	0.955
ATG16L1	GABARAPL1	9606.ENSP00000375873	9606.ENSP00000411256	0	0	0	0	0.047	0.205	0.900	0.893	0.990
ATG16L1	ATG12	9606.ENSP00000375873	9606.ENSP00000425107	0	0	0	0	0.042	0.994	0.900	0.999	0.999
ATG16L2	RB1CC1	9606.ENSP00000326340	9606.ENSP00000025008	0	0	0	0	0.064	0.091	0.900	0.598	0.961
ATG16L2	WIPI1	9606.ENSP00000326340	9606.ENSP00000262139	0	0	0	0	0.078	0.520	0.900	0.582	0.979
ATG16L2	ATG3	9606.ENSP00000326340	9606.ENSP00000283290	0	0	0	0	0.086	0.126	0.900	0.647	0.968
ATG16L2	WIPI2	9606.ENSP00000326340	9606.ENSP00000288828	0	0	0	0	0.078	0.520	0.900	0.512	0.975
ATG16L2	ATG16L1	9606.ENSP00000326340	9606.ENSP00000375873	0	0	0.097	0.873	0.047	0.307	0.900	0.113	0.937
ATG16L2	ATG12	9606.ENSP00000326340	9606.ENSP00000425107	0	0	0	0	0.056	0.805	0.900	0.818	0.996
ATG16L2	ATG5	9606.ENSP00000326340	9606.ENSP00000358072	0	0	0	0	0.122	0.934	0.900	0.868	0.999
ATG3	RB1CC1	9606.ENSP00000283290	9606.ENSP00000025008	0	0	0	0	0.059	0.064	0	0.933	0.936
ATG3	GABARAPL2	9606.ENSP00000283290	9606.ENSP00000037243	0	0	0	0	0.170	0.919	0.900	0.999	0.999
ATG3	PIK3C3	9606.ENSP00000283290	9606.ENSP00000262039	0	0	0	0	0.060	0.108	0.500	0.858	0.933
ATG3	ATG10	9606.ENSP00000283290	9606.ENSP00000282185	0	0	0	0	0	0.240	0	0.947	0.958
