#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ACAD9	NDUFAF2	9606.ENSP00000312618	9606.ENSP00000296597	0	0	0	0	0.062	0.088	0.500	0.553	0.783
ACAD9	NDUFS4	9606.ENSP00000312618	9606.ENSP00000296684	0	0	0	0	0.057	0.088	0.500	0.418	0.716
ACAD9	NDUFB8	9606.ENSP00000312618	9606.ENSP00000299166	0	0	0	0	0.097	0	0.500	0.271	0.642
ACAD9	NDUFA7	9606.ENSP00000312618	9606.ENSP00000301457	0	0	0	0	0.090	0.088	0.500	0.247	0.645
ACAD9	TMEM70	9606.ENSP00000312618	9606.ENSP00000312599	0	0	0	0	0.049	0.088	0	0.582	0.605
ACAD9	MT-ND5	9606.ENSP00000312618	9606.ENSP00000354813	0	0	0	0	0.054	0	0	0.399	0.407
ACAD9	SCO2	9606.ENSP00000312618	9606.ENSP00000444433	0	0	0	0	0.088	0	0	0.377	0.408
ACAD9	COX6B1	9606.ENSP00000312618	9606.ENSP00000466818	0	0	0	0	0.088	0.045	0	0.376	0.409
ACAD9	SDHB	9606.ENSP00000312618	9606.ENSP00000364649	0.045	0	0	0	0.126	0.095	0	0.324	0.422
ACAD9	ATPAF2	9606.ENSP00000312618	9606.ENSP00000417190	0	0	0	0	0.233	0	0	0.295	0.437
ACAD9	ATPAF1	9606.ENSP00000312618	9606.ENSP00000460964	0	0	0	0	0.245	0.088	0	0.266	0.451
ACAD9	NDUFA4	9606.ENSP00000312618	9606.ENSP00000339720	0	0	0	0	0.072	0.228	0	0.323	0.473
ACAD9	SURF1	9606.ENSP00000312618	9606.ENSP00000361042	0	0	0	0	0.055	0.088	0	0.472	0.505
ACAD9	NDUFB2	9606.ENSP00000312618	9606.ENSP00000419087	0	0	0	0	0.060	0	0.500	0.145	0.563
ACAD9	BCS1L	9606.ENSP00000312618	9606.ENSP00000413908	0	0	0	0	0.247	0.088	0	0.416	0.564
ACAD9	NDUFB6	9606.ENSP00000312618	9606.ENSP00000369176	0	0	0	0	0.056	0	0.500	0.206	0.592
ACAD9	NDUFA3	9606.ENSP00000312618	9606.ENSP00000418438	0	0	0	0	0.081	0	0.500	0.194	0.597
ACAD9	MT-ATP6	9606.ENSP00000312618	9606.ENSP00000354632	0	0	0	0	0.063	0.422	0	0.330	0.605
ACAD9	NDUFA6	9606.ENSP00000312618	9606.ENSP00000482543	0	0	0	0	0.055	0.088	0.500	0.212	0.615
ACAD9	NDUFB1	9606.ENSP00000312618	9606.ENSP00000483888	0	0	0	0	0.067	0	0.500	0.249	0.619
ACAD9	NDUFC1	9606.ENSP00000312618	9606.ENSP00000441126	0	0	0	0	0.047	0	0.500	0.278	0.625
ACAD9	COA5	9606.ENSP00000312618	9606.ENSP00000330730	0	0	0	0	0.074	0	0	0.613	0.627
ACAD9	NDUFV3	9606.ENSP00000312618	9606.ENSP00000346196	0	0	0	0	0.083	0.088	0.500	0.259	0.649
ACAD9	NDUFA5	9606.ENSP00000312618	9606.ENSP00000417142	0	0	0	0	0.056	0.098	0.500	0.341	0.682
ACAD9	MT-ND1	9606.ENSP00000312618	9606.ENSP00000354687	0	0	0	0	0.072	0.095	0.500	0.336	0.684
ACAD9	NDUFA12	9606.ENSP00000312618	9606.ENSP00000330737	0	0	0	0	0.075	0.088	0.500	0.343	0.686
ACAD9	NDUFB3	9606.ENSP00000312618	9606.ENSP00000407336	0	0	0	0	0.100	0	0.500	0.367	0.690
ACAD9	NDUFA11	9606.ENSP00000312618	9606.ENSP00000389160	0	0	0	0	0.075	0	0.500	0.437	0.717
ACAD9	NDUFA8	9606.ENSP00000312618	9606.ENSP00000362873	0	0	0	0	0.150	0.235	0.500	0.233	0.717
ACAD9	NDUFAB1	9606.ENSP00000312618	9606.ENSP00000458770	0.057	0	0	0	0.093	0.095	0.616	0.344	0.770
ACAD9	NDUFS1	9606.ENSP00000312618	9606.ENSP00000392709	0	0	0	0	0.124	0.088	0.500	0.502	0.774
ACAD9	NDUFV2	9606.ENSP00000312618	9606.ENSP00000327268	0	0	0	0	0.087	0.088	0.500	0.532	0.779
ACAD9	NDUFA1	9606.ENSP00000312618	9606.ENSP00000360492	0	0	0	0	0.044	0	0.500	0.622	0.803
ACAD9	MT-ND2	9606.ENSP00000312618	9606.ENSP00000355046	0	0	0	0	0.049	0.095	0.500	0.613	0.811
ACAD9	NDUFAF6	9606.ENSP00000312618	9606.ENSP00000379430	0	0	0	0	0.086	0	0.500	0.626	0.814
ACAD9	NDUFS8	9606.ENSP00000312618	9606.ENSP00000315774	0.059	0	0	0	0.122	0.344	0.500	0.459	0.827
ACAD9	NDUFV1	9606.ENSP00000312618	9606.ENSP00000497587	0	0	0	0	0.275	0.088	0.500	0.555	0.833
ACAD9	COA1	9606.ENSP00000312618	9606.ENSP00000379218	0	0	0	0	0.042	0.392	0.500	0.588	0.864
ACAD9	NDUFAF5	9606.ENSP00000312618	9606.ENSP00000367346	0	0	0	0	0.049	0.196	0.500	0.693	0.867
ACAD9	TMEM186	9606.ENSP00000312618	9606.ENSP00000331640	0	0	0	0	0.061	0	0.500	0.774	0.885
ACAD9	NDUFAF4	9606.ENSP00000312618	9606.ENSP00000358272	0	0	0	0	0.049	0.550	0.500	0.733	0.935
ACAD9	NDUFS5	9606.ENSP00000312618	9606.ENSP00000362058	0	0	0	0	0.088	0.994	0	0.252	0.995
ACAD9	NDUFA13	9606.ENSP00000312618	9606.ENSP00000423673	0	0	0	0	0.089	0.994	0.500	0.279	0.997
ACAD9	NDUFAF3	9606.ENSP00000312618	9606.ENSP00000323076	0	0	0	0	0.057	0.994	0.500	0.546	0.998
ACAD9	NDUFS2	9606.ENSP00000312618	9606.ENSP00000356972	0	0	0	0	0.167	0.994	0.500	0.507	0.998
ACAD9	TMEM126B	9606.ENSP00000312618	9606.ENSP00000351737	0	0	0	0	0.044	0.994	0.800	0.990	0.999
ACAD9	TIMMDC1	9606.ENSP00000312618	9606.ENSP00000418803	0	0	0	0	0.128	0.994	0.500	0.764	0.999
ACP1	ACTB	9606.ENSP00000272067	9606.ENSP00000494750	0	0	0	0	0.072	0.329	0	0.144	0.421
ACP1	NUBPL	9606.ENSP00000272067	9606.ENSP00000281081	0.111	0	0	0	0.093	0.122	0	0.281	0.423
ACP1	PTEN	9606.ENSP00000272067	9606.ENSP00000361021	0.057	0	0	0	0.043	0.316	0	0.370	0.559
ACP1	NDUFAB1	9606.ENSP00000272067	9606.ENSP00000458770	0	0	0	0	0.172	0.429	0	0.386	0.684
ACTB	TNFRSF1A	9606.ENSP00000494750	9606.ENSP00000162749	0	0	0	0	0.072	0	0	0.507	0.523
ACTB	NGFR	9606.ENSP00000494750	9606.ENSP00000172229	0	0	0	0	0	0	0	0.446	0.446
ACTB	UQCRC1	9606.ENSP00000494750	9606.ENSP00000203407	0	0	0	0	0.138	0.162	0	0.262	0.420
ACTB	HMOX1	9606.ENSP00000494750	9606.ENSP00000216117	0	0	0	0	0.048	0	0	0.783	0.785
ACTB	RIPK3	9606.ENSP00000494750	9606.ENSP00000216274	0	0	0	0	0.073	0.070	0	0.461	0.495
ACTB	NFKBIA	9606.ENSP00000494750	9606.ENSP00000216797	0	0	0	0	0.049	0.092	0	0.811	0.823
ACTB	PYCARD	9606.ENSP00000494750	9606.ENSP00000247470	0	0	0	0	0.054	0.066	0	0.395	0.419
ACTB	KRAS	9606.ENSP00000494750	9606.ENSP00000256078	0	0.001	0	0	0.079	0.100	0	0.635	0.672
ACTB	NDUFS3	9606.ENSP00000494750	9606.ENSP00000263774	0	0	0	0	0.061	0.162	0	0.322	0.420
ACTB	STAT3	9606.ENSP00000494750	9606.ENSP00000264657	0	0	0	0	0.084	0	0	0.789	0.798
ACTB	SDHA	9606.ENSP00000494750	9606.ENSP00000264932	0	0	0	0	0.065	0	0	0.684	0.692
ACTB	CASP6	9606.ENSP00000494750	9606.ENSP00000265164	0	0	0	0	0.049	0.095	0.900	0.450	0.946
ACTB	NDUFA9	9606.ENSP00000494750	9606.ENSP00000266544	0	0	0	0	0.062	0	0	0.393	0.406
ACTB	UQCRC2	9606.ENSP00000494750	9606.ENSP00000268379	0	0	0	0	0.080	0.162	0	0.433	0.525
ACTB	TP53	9606.ENSP00000494750	9606.ENSP00000269305	0	0	0	0	0.077	0.223	0	0.845	0.879
ACTB	ACP1	9606.ENSP00000494750	9606.ENSP00000272067	0	0	0	0	0.072	0.329	0	0.144	0.421
ACTB	TNFRSF10B	9606.ENSP00000494750	9606.ENSP00000276431	0	0	0	0	0	0	0	0.540	0.540
ACTB	IL18	9606.ENSP00000494750	9606.ENSP00000280357	0	0	0	0	0	0	0	0.593	0.593
ACTB	BAX	9606.ENSP00000494750	9606.ENSP00000293288	0	0	0	0	0.060	0	0	0.603	0.611
ACTB	TLR3	9606.ENSP00000494750	9606.ENSP00000296795	0	0	0	0	0	0.095	0	0.574	0.598
ACTB	NDUFB8	9606.ENSP00000494750	9606.ENSP00000299166	0	0	0	0	0.070	0	0	0.447	0.464
ACTB	SDHAF2	9606.ENSP00000494750	9606.ENSP00000301761	0	0	0	0	0	0	0	0.436	0.436
ACTB	FADD	9606.ENSP00000494750	9606.ENSP00000301838	0	0	0	0	0.090	0.070	0	0.492	0.532
ACTB	MAP2K1	9606.ENSP00000494750	9606.ENSP00000302486	0	0	0	0	0.066	0.071	0	0.632	0.653
ACTB	ITPR1	9606.ENSP00000494750	9606.ENSP00000306253	0	0	0	0	0.062	0.060	0	0.415	0.439
ACTB	PRKACA	9606.ENSP00000494750	9606.ENSP00000309591	0	0	0	0	0.139	0	0	0.575	0.619
ACTB	CASP3	9606.ENSP00000494750	9606.ENSP00000311032	0	0	0	0	0.042	0.095	0.900	0.893	0.989
ACTB	CFLAR	9606.ENSP00000494750	9606.ENSP00000312455	0	0	0	0	0.049	0.094	0	0.492	0.524
ACTB	CASP2	9606.ENSP00000494750	9606.ENSP00000312664	0	0	0	0	0.056	0.095	0	0.435	0.475
ACTB	ULK1	9606.ENSP00000494750	9606.ENSP00000324560	0	0	0	0	0.044	0.050	0	0.404	0.412
ACTB	STAT5A	9606.ENSP00000494750	9606.ENSP00000341208	0	0	0	0	0.042	0	0	0.591	0.591
ACTB	CTSL	9606.ENSP00000494750	9606.ENSP00000345344	0	0	0	0	0	0	0	0.420	0.420
ACTB	CTSB	9606.ENSP00000494750	9606.ENSP00000345672	0	0	0	0	0.078	0	0	0.528	0.547
ACTB	CASP8	9606.ENSP00000494750	9606.ENSP00000351273	0	0	0	0	0.042	0.094	0	0.766	0.779
ACTB	MAP3K5	9606.ENSP00000494750	9606.ENSP00000351908	0	0	0	0	0	0	0	0.447	0.447
ACTB	MT-CO1	9606.ENSP00000494750	9606.ENSP00000354499	0	0	0	0	0.120	0	0	0.531	0.570
ACTB	MT-CYB	9606.ENSP00000494750	9606.ENSP00000354554	0	0	0	0	0.065	0	0	0.510	0.522
ACTB	MT-ND1	9606.ENSP00000494750	9606.ENSP00000354687	0	0	0	0	0.066	0	0	0.413	0.429
ACTB	MT-CO2	9606.ENSP00000494750	9606.ENSP00000354876	0	0	0	0	0.060	0.162	0	0.487	0.560
ACTB	SDHC	9606.ENSP00000494750	9606.ENSP00000356953	0	0	0	0	0.049	0	0	0.765	0.766
ACTB	LMNA	9606.ENSP00000494750	9606.ENSP00000357283	0	0	0	0	0.066	0.312	0	0.690	0.784
ACTB	CTSS	9606.ENSP00000494750	9606.ENSP00000357981	0	0	0	0	0.044	0	0	0.462	0.463
ACTB	MCL1	9606.ENSP00000494750	9606.ENSP00000358022	0	0	0	0	0.099	0.292	0	0.666	0.768
ACTB	PRKACB	9606.ENSP00000494750	9606.ENSP00000359719	0	0	0	0	0.055	0	0	0.572	0.579
ACTB	JUN	9606.ENSP00000494750	9606.ENSP00000360266	0	0	0	0	0.048	0.150	0	0.779	0.806
ACTB	PTEN	9606.ENSP00000494750	9606.ENSP00000361021	0	0	0	0	0.047	0	0	0.719	0.720
ACTB	SDHB	9606.ENSP00000494750	9606.ENSP00000364649	0	0	0	0	0.064	0	0	0.623	0.632
ACTB	CYBB	9606.ENSP00000494750	9606.ENSP00000367851	0	0	0	0	0.066	0.297	0	0.608	0.720
ACTB	CASP4	9606.ENSP00000494750	9606.ENSP00000388566	0	0	0	0	0.062	0.094	0	0.383	0.430
ACTB	MAPK9	9606.ENSP00000494750	9606.ENSP00000394560	0	0	0	0	0.072	0	0	0.482	0.499
ACTB	PRF1	9606.ENSP00000494750	9606.ENSP00000398568	0	0	0	0	0.049	0.091	0	0.404	0.440
ACTB	PRNP	9606.ENSP00000494750	9606.ENSP00000399376	0	0	0	0	0.088	0.103	0	0.366	0.436
ACTB	IKBKB	9606.ENSP00000494750	9606.ENSP00000430684	0	0	0	0	0.073	0.070	0	0.624	0.648
ACTB	CASP1	9606.ENSP00000494750	9606.ENSP00000433138	0	0	0	0	0.062	0.094	0	0.707	0.729
ACTB	GSDMD	9606.ENSP00000494750	9606.ENSP00000433209	0	0	0	0	0.044	0	0	0.508	0.509
ACTB	COX4I1	9606.ENSP00000494750	9606.ENSP00000457513	0	0	0	0	0.102	0.143	0	0.717	0.763
ACTB	ACTG1	9606.ENSP00000494750	9606.ENSP00000458162	0	0	0.047	0.987	0.778	0.983	0.900	0.795	0.999
ACTB	AKT3	9606.ENSP00000494750	9606.ENSP00000500582	0	0	0	0	0.073	0.070	0	0.435	0.470
ACTB	CAMK2A	9606.ENSP00000494750	9606.ENSP00000500386	0	0	0	0	0.051	0.066	0	0.679	0.691
ACTG1	NFKBIA	9606.ENSP00000458162	9606.ENSP00000216797	0	0	0	0	0.045	0.445	0	0.104	0.484
ACTG1	CTSZ	9606.ENSP00000458162	9606.ENSP00000217131	0	0	0	0	0.042	0	0	0.480	0.481
ACTG1	CASP6	9606.ENSP00000458162	9606.ENSP00000265164	0	0	0	0	0.049	0.095	0.900	0.091	0.911
ACTG1	MAP2K1	9606.ENSP00000458162	9606.ENSP00000302486	0	0	0	0	0.056	0.071	0	0.374	0.403
ACTG1	CASP3	9606.ENSP00000458162	9606.ENSP00000311032	0	0	0	0	0.049	0.095	0.900	0.209	0.922
ACTG1	NDUFA8	9606.ENSP00000458162	9606.ENSP00000362873	0	0	0	0	0.049	0	0	0.397	0.402
ACTG1	IKBKB	9606.ENSP00000458162	9606.ENSP00000430684	0	0	0	0	0.073	0.429	0	0.080	0.472
ACTG1	SPTA1	9606.ENSP00000458162	9606.ENSP00000495214	0	0	0	0	0	0.065	0	0.610	0.620
ACTG1	ACTB	9606.ENSP00000458162	9606.ENSP00000494750	0	0	0.047	0.987	0.778	0.983	0.900	0.795	0.999
AIFM1	COX15	9606.ENSP00000287295	9606.ENSP00000016171	0	0	0	0	0.111	0.363	0	0.115	0.455
AIFM1	RIPK3	9606.ENSP00000287295	9606.ENSP00000216274	0	0	0	0	0	0.198	0	0.285	0.402
AIFM1	TTC19	9606.ENSP00000287295	9606.ENSP00000261647	0	0	0	0	0.117	0.359	0	0.169	0.489
AIFM1	UQCRC2	9606.ENSP00000287295	9606.ENSP00000268379	0.042	0	0	0	0.126	0.163	0	0.251	0.406
AIFM1	TP53	9606.ENSP00000287295	9606.ENSP00000269305	0	0	0	0	0	0.146	0	0.373	0.442
AIFM1	CASP8	9606.ENSP00000287295	9606.ENSP00000351273	0	0.006	0	0	0.042	0	0	0.432	0.433
AIFM1	NDUFA8	9606.ENSP00000287295	9606.ENSP00000362873	0	0	0	0	0.146	0.241	0	0.208	0.442
AIFM1	MT-CO2	9606.ENSP00000287295	9606.ENSP00000354876	0	0	0	0	0.049	0.314	0	0.217	0.444
AIFM1	SDHB	9606.ENSP00000287295	9606.ENSP00000364649	0	0	0	0	0.142	0	0.279	0.191	0.455
AIFM1	BCS1L	9606.ENSP00000287295	9606.ENSP00000413908	0	0	0	0	0.129	0.339	0	0.136	0.459
AIFM1	COA7	9606.ENSP00000287295	9606.ENSP00000360593	0	0	0	0	0.062	0.359	0	0.234	0.499
AIFM1	TIMMDC1	9606.ENSP00000287295	9606.ENSP00000418803	0	0	0	0	0.081	0.194	0	0.405	0.521
AIFM1	COX6B1	9606.ENSP00000287295	9606.ENSP00000466818	0	0	0	0	0.053	0.421	0	0.220	0.534
AIFM1	NDUFS1	9606.ENSP00000287295	9606.ENSP00000392709	0.102	0	0	0	0.180	0.063	0.215	0.291	0.546
AIFM1	CASP3	9606.ENSP00000287295	9606.ENSP00000311032	0	0	0	0	0.042	0	0	0.670	0.670
AIFM1	NDUFS5	9606.ENSP00000287295	9606.ENSP00000362058	0	0	0	0	0.056	0.710	0	0.230	0.770
AIFM1	BAX	9606.ENSP00000287295	9606.ENSP00000293288	0	0	0	0	0.060	0	0.900	0.312	0.929
AKT3	KRAS	9606.ENSP00000500582	9606.ENSP00000256078	0	0	0	0	0.079	0.110	0	0.513	0.566
AKT3	STAT3	9606.ENSP00000500582	9606.ENSP00000264657	0	0	0	0	0.104	0.096	0	0.421	0.490
AKT3	TP53	9606.ENSP00000500582	9606.ENSP00000269305	0	0	0	0	0	0	0.900	0.555	0.953
AKT3	CASP3	9606.ENSP00000500582	9606.ENSP00000311032	0	0	0	0	0	0.607	0	0.427	0.765
AKT3	STAT5A	9606.ENSP00000500582	9606.ENSP00000341208	0	0	0	0	0.104	0.096	0	0.541	0.596
AKT3	PDPK1	9606.ENSP00000500582	9606.ENSP00000344220	0	0	0.085	0.747	0	0.275	0.900	0.192	0.939
AKT3	MAP3K5	9606.ENSP00000500582	9606.ENSP00000351908	0	0	0	0.614	0	0.071	0.900	0.128	0.911
AKT3	JUN	9606.ENSP00000500582	9606.ENSP00000360266	0	0	0	0	0	0.085	0.900	0.407	0.941
AKT3	PTEN	9606.ENSP00000500582	9606.ENSP00000361021	0	0	0	0	0	0.287	0	0.765	0.825
AKT3	IKBKB	9606.ENSP00000500582	9606.ENSP00000430684	0	0	0	0.602	0.105	0	0.900	0.153	0.917
AKT3	ACTB	9606.ENSP00000500582	9606.ENSP00000494750	0	0	0	0	0.073	0.070	0	0.435	0.470
AKT3	PIK3CB	9606.ENSP00000500582	9606.ENSP00000501150	0	0	0	0	0	0.098	0.900	0.636	0.964
ATPAF1	COX15	9606.ENSP00000460964	9606.ENSP00000016171	0	0	0	0	0.109	0	0	0.383	0.427
ATPAF1	NDUFB9	9606.ENSP00000460964	9606.ENSP00000276689	0	0	0	0	0.303	0	0	0.287	0.482
ATPAF1	NDUFB8	9606.ENSP00000460964	9606.ENSP00000299166	0	0	0	0	0.323	0	0	0.159	0.406
ATPAF1	COX11	9606.ENSP00000460964	9606.ENSP00000299335	0	0	0	0	0.222	0	0	0.469	0.570
ATPAF1	TMEM70	9606.ENSP00000460964	9606.ENSP00000312599	0	0	0	0	0.129	0.088	0	0.769	0.800
ATPAF1	ACAD9	9606.ENSP00000460964	9606.ENSP00000312618	0	0	0	0	0.245	0.088	0	0.266	0.451
ATPAF1	MT-ATP6	9606.ENSP00000460964	9606.ENSP00000354632	0	0	0	0	0.049	0	0	0.623	0.626
ATPAF1	MT-ATP8	9606.ENSP00000460964	9606.ENSP00000355265	0	0	0	0	0.047	0	0	0.652	0.654
ATPAF1	SURF1	9606.ENSP00000460964	9606.ENSP00000361042	0	0	0	0	0.053	0.095	0	0.356	0.400
ATPAF1	NDUFA8	9606.ENSP00000460964	9606.ENSP00000362873	0	0	0	0	0.316	0	0	0.180	0.415
ATPAF1	UQCC1	9606.ENSP00000460964	9606.ENSP00000363506	0	0	0	0	0.307	0	0	0.197	0.421
ATPAF1	LYRM7	9606.ENSP00000460964	9606.ENSP00000368688	0	0	0	0	0.183	0	0	0.357	0.452
ATPAF1	BCS1L	9606.ENSP00000460964	9606.ENSP00000413908	0	0	0	0	0.169	0	0	0.470	0.541
ATPAF1	ATPAF2	9606.ENSP00000460964	9606.ENSP00000417190	0	0	0	0	0.309	0.109	0	0.980	0.986
ATPAF1	DMAC2L	9606.ENSP00000460964	9606.ENSP00000451583	0	0	0	0	0.082	0	0	0.378	0.405
ATPAF1	NDUFAB1	9606.ENSP00000460964	9606.ENSP00000458770	0	0	0	0	0.416	0	0	0.155	0.485
ATPAF2	COX15	9606.ENSP00000417190	9606.ENSP00000016171	0	0	0	0	0.106	0	0	0.502	0.536
ATPAF2	SCO1	9606.ENSP00000417190	9606.ENSP00000255390	0	0	0	0	0.064	0	0	0.457	0.470
ATPAF2	NDUFAF1	9606.ENSP00000417190	9606.ENSP00000260361	0	0	0	0	0.183	0	0	0.399	0.488
ATPAF2	COX17	9606.ENSP00000417190	9606.ENSP00000261070	0	0	0	0	0.044	0	0	0.419	0.421
ATPAF2	FOXRED1	9606.ENSP00000417190	9606.ENSP00000263578	0	0	0	0	0.151	0	0	0.370	0.443
ATPAF2	NDUFS4	9606.ENSP00000417190	9606.ENSP00000296684	0	0	0.232	0	0.049	0	0	0.372	0.501
ATPAF2	COX11	9606.ENSP00000417190	9606.ENSP00000299335	0	0	0	0	0.060	0	0	0.398	0.410
ATPAF2	TMEM70	9606.ENSP00000417190	9606.ENSP00000312599	0	0	0	0	0.107	0	0	0.957	0.960
ATPAF2	ACAD9	9606.ENSP00000417190	9606.ENSP00000312618	0	0	0	0	0.233	0	0	0.295	0.437
ATPAF2	NDUFS8	9606.ENSP00000417190	9606.ENSP00000315774	0	0	0	0	0.156	0	0	0.348	0.426
ATPAF2	TMEM186	9606.ENSP00000417190	9606.ENSP00000331640	0	0	0	0	0.138	0	0	0.365	0.429
ATPAF2	UQCR10	9606.ENSP00000417190	9606.ENSP00000332887	0	0	0	0	0.110	0	0	0.379	0.424
ATPAF2	MT-ATP6	9606.ENSP00000417190	9606.ENSP00000354632	0	0	0	0	0.047	0	0	0.844	0.845
ATPAF2	MT-ATP8	9606.ENSP00000417190	9606.ENSP00000355265	0	0	0	0	0.049	0	0	0.878	0.879
ATPAF2	SURF1	9606.ENSP00000417190	9606.ENSP00000361042	0	0	0	0	0.068	0	0	0.494	0.509
ATPAF2	SDHAF1	9606.ENSP00000417190	9606.ENSP00000368165	0	0	0	0	0.074	0	0	0.436	0.455
ATPAF2	LYRM7	9606.ENSP00000417190	9606.ENSP00000368688	0	0	0	0	0.067	0	0	0.447	0.462
ATPAF2	BCS1L	9606.ENSP00000417190	9606.ENSP00000413908	0	0	0	0	0.246	0	0	0.423	0.546
ATPAF2	NDUFV1	9606.ENSP00000417190	9606.ENSP00000497587	0	0	0	0	0.137	0	0	0.368	0.431
ATPAF2	NDUFAB1	9606.ENSP00000417190	9606.ENSP00000458770	0	0	0	0	0.106	0.368	0	0.468	0.673
ATPAF2	ATPAF1	9606.ENSP00000417190	9606.ENSP00000460964	0	0	0	0	0.309	0.109	0	0.980	0.986
BAX	TNFRSF1A	9606.ENSP00000293288	9606.ENSP00000162749	0	0	0	0	0.089	0	0	0.370	0.402
BAX	HMOX1	9606.ENSP00000293288	9606.ENSP00000216117	0	0	0	0	0.074	0	0	0.719	0.729
BAX	PYCARD	9606.ENSP00000293288	9606.ENSP00000247470	0	0	0	0	0.074	0.295	0	0.374	0.556
BAX	STAT3	9606.ENSP00000293288	9606.ENSP00000264657	0	0	0	0	0.064	0.056	0	0.449	0.470
BAX	CASP6	9606.ENSP00000293288	9606.ENSP00000265164	0	0	0	0	0.075	0.125	0	0.401	0.473
BAX	TP53	9606.ENSP00000293288	9606.ENSP00000269305	0	0	0	0	0.080	0.782	0.900	0.774	0.994
BAX	TNFRSF10B	9606.ENSP00000293288	9606.ENSP00000276431	0	0	0	0	0.086	0	0	0.446	0.471
BAX	AIFM1	9606.ENSP00000293288	9606.ENSP00000287295	0	0	0	0	0.060	0	0.900	0.312	0.929
BAX	TRADD	9606.ENSP00000293288	9606.ENSP00000341268	0	0	0	0	0.104	0	0	0.359	0.401
BAX	PTEN	9606.ENSP00000293288	9606.ENSP00000361021	0	0	0	0	0	0.057	0	0.432	0.442
BAX	CASP2	9606.ENSP00000293288	9606.ENSP00000312664	0	0	0	0	0.049	0.125	0	0.388	0.447
BAX	CASP1	9606.ENSP00000293288	9606.ENSP00000433138	0	0	0	0	0.055	0.125	0	0.409	0.469
BAX	CFLAR	9606.ENSP00000293288	9606.ENSP00000312455	0	0	0	0	0.042	0.125	0	0.425	0.476
BAX	FADD	9606.ENSP00000293288	9606.ENSP00000301838	0	0	0	0	0.074	0	0	0.485	0.503
BAX	JUN	9606.ENSP00000293288	9606.ENSP00000360266	0	0	0	0	0	0	0	0.560	0.560
BAX	ACTB	9606.ENSP00000293288	9606.ENSP00000494750	0	0	0	0	0.060	0	0	0.603	0.611
BAX	MAP3K5	9606.ENSP00000293288	9606.ENSP00000351908	0	0	0	0	0.052	0	0	0.658	0.662
BAX	CASP8	9606.ENSP00000293288	9606.ENSP00000351273	0	0	0	0	0.049	0.349	0	0.782	0.853
BAX	CASP3	9606.ENSP00000293288	9606.ENSP00000311032	0	0	0	0	0.049	0.349	0	0.828	0.884
