Gene,log2FC,pvalue,FDR,adjustedpvalue
AATF,0.5055282091756172,4.4007972873360716e-07,1.634218889350779e-06,5.786689773953839
AATK,-1.870095832903143,3.066675254289955e-14,3.4399117285614996e-13,12.463452701698968
AB074162,1.3627837650340417,0.000103399700317019,0.00027198616822520215,3.5654531813195174
AB488780,-0.3375702308800719,2.091891494959181e-07,8.154706845261931e-07,6.0885916468583465
ABAT,-0.3490113236083374,0.007753841646886124,0.014900495128012472,1.8267993001923584
ABCA1,2.042268589497567,2.0020452227365826e-12,1.6576554652482232e-11,10.780505730173134
ABCA11P,0.03535147987851239,0.6714810978679085,0.7372025780032979,0.13241315471903953
ABCA12,0.07872514664415764,0.798459350206968,0.8425827705560802,0.07438742573246099
ABCA13,1.7096577529533672,9.229131099502594e-08,3.7696928865983023e-07,6.42369402992381
ABCA17P,-0.4591411065512485,1.57660851943655e-05,4.687442577796881e-05,4.3290640394346145
ABCA2,-1.2980376636887634,7.906061751571924e-12,5.889666605666596e-11,10.229909288475596
ABCA3,-0.412969368071753,3.3279172016015534e-09,1.674026594804387e-08,7.776237646769852
ABCA4,-0.0801849125982006,0.5893430635810711,0.665652641407049,0.17675234031019404
ABCA5,-0.8573085892661112,7.337050344285346e-09,3.5066911324799065e-08,7.455102484864693
ABCA6,-0.2228466063788037,0.27631632009791623,0.35607758189662403,0.44845536798558405
ABCA7,-0.0373893867556383,0.6097415595249308,0.6833243098536615,0.16537312860045003
ABCA8,-1.018599824140102,0.000525418056527156,0.0012422654694030663,2.90578558646445
ABCA9,-0.6553512566796815,8.11455318517784e-11,5.207033577109917e-10,9.28340962180452
ABCB1,-0.4469032946212135,1.2940293682384475e-07,5.183327731642762e-07,6.285391330704321
ABCB10,0.09486681896673943,0.16635060392340742,0.23065376028552387,0.6370394608131758
ABCB11,-0.07910450288882842,0.711277087367907,0.7711601565581255,0.11285541716792635
ABCB4,-0.16654613332478085,0.05873161769777562,0.09260212874268041,1.0333790296185714
ABCB5,-0.15969133397865587,0.26527747500923565,0.34390113738070105,0.46356638783792997
ABCB6,0.23646336786745437,0.0015057149663558985,0.003306620413986601,2.480615657391355
ABCB7,0.96445040990133,1.8190962273499584e-12,1.5161181382075716e-11,10.819266956505649
ABCB8,0.036215896892539234,0.510360844592978,0.5930512391148411,0.22690778234654468
ABCB9,-0.6793322832334319,2.0641225337453195e-09,1.0691096200424475e-08,7.970977762575346
ABCC1,0.5599169514245421,4.87219374675492e-09,2.3912883445418426e-08,7.621368052954437
ABCC10,-0.0790167663333694,0.2639319941628782,0.3424111359516491,0.46545211956816734
ABCC11,0.10613827515608243,0.4137947483649949,0.49938138742592236,0.30156764838605704
ABCC12,-1.1851615041431058,9.980491240464618e-07,3.5318252048564674e-06,5.452000798425381
ABCC13,0.22274942812408494,0.2306325849784188,0.3050146863725782,0.5156792489908768
ABCC2,-0.16444081339056593,0.4098133444191316,0.49548168600575854,0.30497239327483217
ABCC3,2.2209108742550887,5.679920781906165e-13,5.162834650477892e-12,11.28711178383036
ABCC4,0.6925428749129043,6.637910425093798e-06,2.0840566038553967e-05,4.681090489591222
ABCC5,-0.5672106746583552,1.7042688518585136e-12,1.4260780307129679e-11,10.84585671054242
ABCC6,0.5517876034345663,2.8776774000289632e-05,8.224531222112712e-05,4.084888846381219
ABCC6P1,0.5587752601850111,2.2169917610446924e-05,6.448615092640053e-05,4.190533544621228
ABCC6P2,0.5517876034345663,2.8776774000289632e-05,8.224531222112712e-05,4.084888846381219
ABCC8,-2.7932457242196866,9.972499577905862e-19,2.620944458958872e-17,16.58154218219085
ABCC9,-0.13548147897344265,0.09025397803525777,0.13565291668538743,0.8675708639978411
ABCD1,0.7781562560178612,9.960637696171974e-05,0.0002626582226451995,3.580608998845112
ABCD1P2,-0.1909595212381623,0.2160745887648618,0.28853229341077097,0.5398055722301961
ABCD2,-0.06908271649539621,0.6450471596853297,0.7139861732193111,0.1463101985217241
ABCD3,0.4639808195621651,4.941107594080397e-06,1.576639057630719e-05,4.802267718986257
ABCD4,0.5250185992272431,2.665819918378112e-06,8.83737561982881e-06,5.053676685557379
ABCE1,0.10666051549504374,0.08605935672904037,0.12997302947191514,0.8861467582064506
ABCF1,0.23858883032048261,9.322384584639649e-05,0.0002468931888804446,3.6074908909203973
ABCF2,0.5588466130491359,1.5001083646353097e-09,7.922568852293916e-09,8.101133977818776
ABCF3,0.04028843450198494,0.5592668686404462,0.6387494583340448,0.19466945514315664
ABCG1,-0.4200620542526856,0.000568167719413956,0.001335688698462625,2.8742947486669244
ABCG2,-0.20754464037779385,0.07820861162050674,0.11949014811697135,0.9226679005301989
ABCG4,-1.0865769441167545,7.080049843782101e-12,5.3311946482354315e-11,10.273175460579273
ABCG5,0.11671447591107764,0.4409558026189874,0.5259536271527079,0.27905254550310954
ABCG8,-0.20982000841359305,0.260664751272,0.3389820617499454,0.46982328318080707
ABHD1,0.012409807306926979,0.8982818071037968,0.921003562617182,0.03573868986613612
ABHD10,-0.6470135447662901,3.814497590456805e-18,8.820619688358112e-17,16.05450090264817
ABHD11,0.2807676100711518,0.0003507670825507245,0.000850709370083827,3.070218783660021
ABHD12,-0.17310531844481147,0.009409293099288184,0.01779357384393051,1.7497368149954537
ABHD12B,-0.7026289657972207,0.0009208931029937909,0.002095760635323486,2.678658321256287
ABHD13,-0.5267707807753466,1.4191702705425007e-06,4.8834801847951285e-06,5.311270570134533
ABHD14A,-0.9313194851290962,1.7000660116661939e-18,4.266223147550833e-17,16.36995643223975
ABHD14A-ACY1,0.6524244889975659,2.2990992148358507e-10,1.3669322064952048e-09,8.864253023892406
ABHD14B,0.7230616580918348,1.1638606281735768e-12,1.0076897440247455e-11,10.996673161540018
ABHD15,0.9560020452808038,8.516180657865717e-13,7.52539723931865e-12,11.123470570246987
ABHD16A,-0.06946720223825587,0.335360559993787,0.4190421147880038,0.3777423271508904
ABHD16B,-0.018797070079842992,0.8016647915600734,0.845200829716228,0.07304008528157646
ABHD17A,-0.32838465807196293,3.591782461412993e-06,1.171006361502686e-05,4.931440745612514
ABHD17B,-0.7022576706980157,3.2247578136996215e-05,9.162930769872838e-05,4.037965594715768
ABHD17C,0.29156591408503907,0.0067976624324003684,0.013194763752599255,1.8795983812575745
ABHD2,0.4590278238060481,0.0008740350433387945,0.0019967440442365467,2.6996776022800213
ABHD3,0.8990114253544643,3.440032236977029e-07,1.2973502227463746e-06,5.886942769270978
ABHD4,0.7222208551636502,6.209184191512294e-13,5.614682945206936e-12,11.250674762828126
ABHD5,0.5035831588240871,2.6728810848819456e-07,1.0266719974712305e-06,5.988568283219547
ABHD6,-1.0668927164494981,3.413378770572421e-14,3.79226381410596e-13,12.421101457983454
ABHD8,-0.9415176740338245,6.354000619723323e-07,2.3121108105892134e-06,5.635991355686541
ABI1,-0.4248098465482357,1.3002549996033184e-09,6.920913044491357e-09,8.15983660727345
ABI2,-0.5255328159938255,1.1325022683779666e-09,6.088972733886536e-09,8.215455970689957
ABI3,0.42488957551308104,8.937683546327512e-05,0.00023752839103983585,3.6242844730495607
ABI3BP,0.23939433686754796,0.306385869167461,0.3886187552771708,0.4104762435797086
ABL1,0.619078477142633,6.406830410719407e-05,0.00017465508465179983,3.7578187664301415
ABL2,-0.06454495667546034,0.1882764659026063,0.256728222013473,0.5905263869148046
ABLIM1,-0.5922479148392679,1.4742504612833512e-09,7.797799128908823e-09,8.108027956417855
ABLIM2,-1.1406893059499996,2.278899350402234e-15,3.1345446214142603e-14,13.503825543436745
ABLIM3,-0.8979047345948352,9.520013629791199e-11,6.053590127764833e-10,9.21798698729025
ABO,-0.13316130749891553,0.5723167394228226,0.6504192004915901,0.1868066467736643
ABR,-0.9535910305936284,2.493710331400453e-22,1.3079671227487098e-20,19.883403172363636
ABRA,-0.14339872538894305,0.29036776360378763,0.3715600690018207,0.4299709651412105
ABRACL,-0.03523210303261415,0.7578822823091873,0.8098700976785361,0.09158463591848487
ABT1,0.6601637376722174,0.00010695285930495819,0.0002804572242390074,3.552133368609615
ABTB1,-1.1816404081310834,8.131592662328076e-15,1.0135256902224521e-13,12.994165238603486
ABTB2,-0.3577719419675187,0.0013866007745761719,0.003061544366051562,2.51405944264936
AC000111.3,-0.03213187813282481,0.9085582639772742,0.9292778076073435,0.03185443425727646
AC002059.10,0.46110539749691704,2.1463032683585877e-05,6.265674103707838e-05,4.2030321978108605
AC002064.5,0.5864596250878238,0.01040229368889635,0.019508391187294142,1.709778544408138
AC002310.12,0.38737805724285224,0.06859867978748348,0.10641590069596796,0.9729934747799335
AC002310.7,0.6988160137395099,9.141368930938002e-05,0.0002424143858196665,3.615441611004455
AC003973.4,0.25074083752083265,0.27602922338147684,0.35580140691330325,0.44879233895733245
AC003986.5,0.3952132578393108,0.15512246682462089,0.21736532328884847,0.6628097385639269
AC003989.4,-0.4163157324065345,0.04204107928154772,0.06889956147241447,1.1617835422537188
AC004158.3,-0.7828541321528117,1.843920919398258e-07,7.234207883135188e-07,6.140609015452572
AC004490.1,0.13468960270806374,0.3246540934967231,0.4081050891404498,0.3892279894662924
AC004538.3,0.15392918368411834,0.5701834743873443,0.6485375997475671,0.18806484010492353
AC004692.5,0.8595994857469567,1.1793468651899324e-15,1.7036404301993104e-14,13.768622061951122
AC004941.5,1.1213035808248621,3.595274662917055e-15,4.791477825028281e-14,13.319530517427065
AC004951.6,1.0266762621699623,5.79849472079516e-09,2.812597895726837e-08,7.550892352495139
AC005162.4,0.32518283707972184,0.13998977353422826,0.1986201918339587,0.701976602989118
AC005224.2,0.4211076966868852,0.0027925689912700513,0.0058343400718963954,2.2340082603285034
AC005256.1,0.05567243395416188,0.7953667476902414,0.8400102599905622,0.07571540937850733
AC005306.3,0.5232628109271706,0.04553439269707525,0.07384233189370444,1.131694597023079
AC005498.3,0.16215856074249668,0.42636476040688415,0.5118219868309544,0.2908810616409837
AC005523.2,0.009495408053334486,0.9054576677055332,0.9266506014344362,0.03308398804855152
AC005523.3,0.3026314146811169,0.07991848131936122,0.12175824474274305,0.9145016212833874
AC005537.2,0.04913053603647466,0.8471315703534685,0.8809196606755538,0.055063697168262836
AC005592.3,-0.1775999498792249,0.1307157170297798,0.18718968570669545,0.7277180848931856
AC005606.14,-0.4772149081211783,0.02630710405635771,0.04531347690947817,1.3437726130654046
AC005754.7,0.710789083153224,0.004811261056034352,0.00962803690286488,2.016462253806244
AC005785.2,-0.11707764794377518,0.22079624314654955,0.2939380051736364,0.5317442575133012
AC005838.2,0.6486013122238896,0.004113902603516345,0.008348721972363542,2.07838000150215
AC006026.13,-0.014999830208497933,0.892562519667866,0.9167162411010161,0.03776507435726787
AC006129.2,0.3143454167826776,0.14092318001979612,0.19982852967708167,0.6993425071170444
AC006538.1,-0.46562956209145234,0.011612667430895708,0.021573065086718315,1.6660881462428712
AC007228.11,0.022210780308610012,0.8267808193051869,0.8647428980896649,0.06311299604749494
AC007255.8,-0.05088473347072675,0.6252509166738714,0.6966465048466718,0.15698753745149105
AC007292.3,0.8498679544665793,1.901228072327805e-05,5.5893452662781094e-05,4.2526390622202035
AC007349.5,0.2648589195500177,0.3065651813972845,0.38882601648655635,0.41024468397586183
AC007362.3,-0.025508592669889474,0.8383517079731322,0.8738535735544926,0.05856133341236373
AC007364.1,0.06104637386805756,0.6108271257644539,0.6843744649893648,0.1647062029899355
AC007365.3,0.24530165314033603,0.009462782866489397,0.01788642323275337,1.747476497083967
AC007389.3,0.11447042946335184,0.4788306939912647,0.5626721068526198,0.2497446134407163
AC007401.2,-0.1795312441033392,0.3706769297478939,0.45523492698713813,0.3417644249612309
AC007557.2,0.2181717780005581,0.07790781249754333,0.11905856902994587,0.9242393415569259
AC007680.2,-0.6290566893830967,0.02082509389113158,0.036732838629359756,1.4349455090782872
AC007787.2,-0.03704675021388848,0.76596059502402,0.8167950608187371,0.08788689710338564
AC007967.3,0.09107594969248733,0.6402897924755342,0.7099742824337434,0.14875738254768442
AC008088.4,-0.11235014154051814,0.4344253506751975,0.5197114395381126,0.28423772367435063
AC008746.12,0.16018276445023893,0.3992309142277124,0.4844844846608285,0.3147201264234941
AC008753.4,-0.17880624440269965,0.21745608534591984,0.2901709689373245,0.5373460400754285
AC009120.6,0.4872684020634157,5.9334381705462275e-08,2.504751222184644e-07,6.601235402809824
AC009133.15,0.006388058439640076,0.9577418021389279,0.9683195502742368,0.013981299696353386
AC009237.8,0.0798211997427023,0.5489432057620196,0.6287969741885501,0.2014895568165775
AC009502.4,-0.040532814285249685,0.5921995311920124,0.6681688104784733,0.1751138007021254
AC009947.3,0.3874018263969585,0.19830273393046713,0.2678445746423783,0.5721171461055345
AC010095.5,0.009838731691384162,0.9597765683926562,0.9699354537605765,0.013257165742325243
AC010145.3,-0.16317005388236616,0.15752130921124757,0.22033511730235283,0.6569162789037747
AC010145.4,0.02128328641469146,0.8917839671361231,0.9160320960176978,0.038089309215147214
AC010524.4,-0.21756605326386058,0.13864458470458285,0.19684873304382308,0.7058673760672856
AC010980.2,-0.22843709120247535,0.03452269762073834,0.057866120919358555,1.237575629780608
AC011997.1,0.045107976779726666,0.8584810972120972,0.8900905649468941,0.050565802506038954
AC012065.7,-0.40629326496267293,0.03664062953429721,0.06103525298693468,1.2144192509664817
AC012360.6,0.2447707433562858,0.0021226703064475623,0.004541916101741339,2.3427608923283714
AC012499.1,-0.293769900805251,0.12234341505060567,0.17675362044372286,0.7526316817877664
AC012531.25,0.3381376033447099,0.07968079639184879,0.12143397090719342,0.9156598032629593
AC013463.2,0.32648276997189285,0.042968767104681324,0.07025034150987432,1.153351560170307
AC013733.4,0.2980849015926377,0.10514519912697774,0.15488211637808652,0.8099987256022824
AC016831.7,0.47418092370219966,0.0005326196939321578,0.0012573199303737494,2.9005542001843927
AC016999.2,0.03324488895272815,0.8054826200319841,0.8480919358499939,0.07155706629500311
AC017002.2,1.132222908162384,0.00010124091935165978,0.00026679574671625535,3.5738210982651744
AC017104.6,0.30118779731015444,0.030248918162704044,0.051389730849573385,1.2891236568984268
AC018462.2,0.9434280149712917,2.744957050612846e-10,1.6104714409764564e-09,8.793046972263914
AC018755.16,0.22089632215489452,0.0006885708473706362,0.0015969303208495198,2.7967140330980516
AC018755.17,-0.10669652746911806,0.6636485583115715,0.7304078738405724,0.13643455372802862
AC018766.6,-0.22455946134571558,0.32418751926258826,0.40760243548437153,0.3897632296845923
AC018816.3,0.4968741466775288,0.003763193561030786,0.0076848506156499685,2.1143645702500473
AC024560.2,0.32002734872310423,0.012519553472562003,0.023113749223986742,1.6361296029751045
AC025442.3,-0.15745140048770345,0.15535030667661132,0.21763467620735563,0.6622719063741431
AC064852.4,0.2128986636279766,0.4784016158037853,0.562343700053159,0.24999816590460353
AC067956.1,-0.5358798178986879,0.00935026856583741,0.017688797545371362,1.752301688693406
AC068039.4,0.3944676358820036,0.006682191065501097,0.012985062332881048,1.8865559612629184
AC068138.1,-0.12042672857440717,0.1653213638643169,0.22945966925449368,0.639293636747305
AC068831.3,0.10297346306217925,0.6370416763071535,0.7071104746729994,0.1505127293533981
AC069277.2,0.4014119594966785,0.0926930753599064,0.13878126480531897,0.8576691588152741
AC073283.7,0.0021660555455547126,0.9882132542958082,0.9917840338957931,0.0035828874209597335
AC073321.4,0.24677266228962136,0.002532338158325832,0.005340875767175768,2.272387523932666
AC074212.6,0.9471114306009341,0.00013041312838800274,0.0003374782870559172,3.47175416391487
AC078842.4,0.32436819737088474,0.06302229263921887,0.09864183380428967,1.0059388625712766
AC078883.3,0.2718243581143618,0.04332879059449711,0.07077267439927148,1.1501343927104062
AC078883.4,0.2718243581143618,0.04332879059449711,0.07077267439927148,1.1501343927104062
AC079305.10,-0.08317831378165597,0.6839353756211031,0.7479529508246533,0.12612572010329512
AC079741.2,0.1721647843696834,0.2065896055989814,0.2772145561378152,0.5571839692826057
AC079767.4,0.07869485573600254,0.5387804234857941,0.6193326958020872,0.20807599211765535
AC079807.4,0.06381251548628875,0.7441113562996922,0.7982255769443527,0.09787436055621386
AC083843.1,0.2717811866715518,0.010330357978554784,0.019386871138808052,1.7124922763672497
AC083949.1,0.28444146017793415,0.010659136691078765,0.019950273298364896,1.7000511505457139
AC084219.3,-0.09583409327489711,0.7086719466794296,0.7689155111971686,0.11412137806164017
AC087501.1,0.4239385243578493,0.07465699228397303,0.11467141364952359,0.9405448335511378
AC090627.1,-0.19317710220851092,0.34854608131921844,0.4326644651906723,0.36384877201950794
AC091133.1,-0.5641347806162633,2.9112851012963612e-05,8.3128072950801e-05,4.0802522870613664
AC091633.3,-0.42935739915095716,0.09530845089761028,0.14221789724294204,0.847045746892054
AC092155.4,-0.3278709104682873,0.04566443680098161,0.07401884503545278,1.1306576957694532
AC092192.1,-0.2442443976351747,0.33214991885597783,0.41585945685266934,0.3810534179939118
AC092620.2,0.16954046559738334,0.0945432693113636,0.141196785317631,0.8501751909237816
AC092660.1,-0.12991780229607652,0.4052350628456703,0.49074425459210086,0.3091447762181307
AC092667.2,-0.8846986897830522,7.900715381186149e-05,0.0002121846888769936,3.6732859577397723
AC099684.1,-1.0307598703607521,4.0378498902139245e-05,0.00011325812143287669,3.9459306461184744
AC099850.1,0.11516983714762574,0.19084428012502563,0.25957795741880224,0.5857321892900952
AC100830.4,-0.02388637067724453,0.8650194265156064,0.8957297416918509,0.04782300528960179
AC104537.2,-0.0008302100927624068,0.9973140108211417,0.9983760260685757,0.000705856218476518
AC104667.3,-0.18581362319493788,0.3070603866834873,0.3893328822595734,0.4096789151084145
AC106801.1,-0.2396504784426412,0.01269717890025454,0.023402793656588605,1.6307322965547206
AC108056.1,0.001633560741318263,0.9949239596570978,0.9969634069341908,0.0013207819673918912
AC112198.1,0.4283055021920199,0.1055128709036331,0.15532074142535535,0.8087705450113104
AC114730.11,0.16340745088498831,0.4250830073872561,0.5103835961369215,0.292103292401512
AC114752.3,-0.12498807344923613,0.5671035063994537,0.6459060532812418,0.1898306453309455
AC124997.1,0.40737792799575656,0.21917587199889482,0.2920194419949298,0.5345882332432506
AC128677.4,0.25950303401875807,0.049209430676060886,0.07917691242639185,1.1014014379503871
AC136289.1,-0.051879990742111914,0.721845291392957,0.7797128607135696,0.10806530239485193
AC139100.2,0.45054267710213036,0.019725806268192918,0.03497049081070366,1.4562982723266025
AC139100.3,-0.12737039849199672,0.578068913049271,0.6556150699619638,0.183351072297842
AC141928.1,0.26309253944043753,0.01911987888808115,0.03400233409360299,1.4684912697465975
AC144652.1,-0.8299684447545239,2.063745563722747e-12,1.7046998671345515e-11,10.7683520726956
AC145343.2,0.23098343943673783,0.04576234714285608,0.07415787899394606,1.1298427000393694
ACAA1,0.13962574516423842,0.08965040047699703,0.1347871740455657,0.8703514320310515
ACAA2,0.08081202033153012,0.5278274512803445,0.6092349151961739,0.21521521524650739
ACACA,-0.7762968316815595,2.5746841554172144e-16,4.266469839098817e-15,14.36993132017297
ACACB,-0.14410420386165157,0.13372174263765713,0.19096855586033396,0.7190381361059726
ACAD10,0.303154390387844,0.006152382438876764,0.0120358997575657,1.9195214379905612
ACAD11,0.4685747294748328,0.005592825815961572,0.01104466741486085,1.9568473573901393
ACAD8,0.17092474719094497,0.02995154589091831,0.05092346164898618,1.2930820817671254
ACAD9,-0.033208614753680976,0.3659737095442314,0.45047738372765794,0.3463270079453748
ACADL,0.4289152411454884,0.03502661990289218,0.05861029942263919,1.2320260599309933
ACADM,-0.06716190434359959,0.2964572546253177,0.37796714921245705,0.4225459449663152
ACADS,0.3848344472388403,0.016332011692995647,0.029492765094050046,1.5302845082622891
ACADSB,-1.50393719340744,6.468023695148837e-27,9.758730565236288e-25,24.01060667253506
ACADVL,0.39496333753371005,7.2309483859019064e-06,2.2609548477448436e-05,4.645708110618401
ACAN,0.3320226163191542,8.569708250695777e-05,0.00022836983107665305,3.6413612693505897
ACAP1,0.04994685428757073,0.7486423185977655,0.8020300482650267,0.09580936045494898
ACAP2,0.06580602078126496,0.504797491659141,0.5877881135311669,0.23077920063839674
ACAP3,-0.6016806201729867,5.63888550905203e-09,2.7433447375049703e-08,7.561719614127616
ACAT1,0.07582484449231508,0.27071320638882584,0.34990862985487475,0.45604534630779425
ACAT2,-0.38691938737455267,0.001262539886992456,0.002806128936789089,2.551892377766132
ACBD3,0.04911101440614196,0.37504706750650435,0.4596203769393376,0.3376007254229619
ACBD4,-0.07251089948148426,0.30843181850969265,0.39078795853060533,0.40805882679635835
ACBD5,-0.5808777358927024,5.628502574410661e-11,3.691222428863573e-10,9.432829783924495
ACBD6,0.3270683949590989,1.2410340707275595e-07,4.983301257881224e-07,6.302482857424436
ACCS,1.0135842346326678,2.572361975829792e-06,8.542618398536926e-06,5.068408993275478
ACD,0.07153631566647256,0.21524682784939747,0.2875840694377923,0.5412351751281038
ACE,0.679214235781644,0.00048321233847612615,0.0011481166498525785,2.9400139849226896
ACE2,-0.07308348053298452,0.7043414007240726,0.7652359210782674,0.11620465187014561
ACER1,0.12631227924483124,0.47944987402383354,0.5631610522998161,0.24936738823413354
ACER3,-0.5573137925623595,2.2504526729887968e-05,6.538162870936903e-05,4.184544264993317
ACHE,-0.332754352782886,0.052510213507381685,0.08380376353558101,1.0767364772404477
ACIN1,0.4085732909763209,4.1002476444533364e-07,1.528183179715286e-06,5.815824584784293
ACKR1,-1.833487251301868,6.322518125537887e-08,2.657066506609302e-07,6.575597575024442
ACKR2,0.19427443239151554,0.013593574397855673,0.02492716223515555,1.6033271597537992
ACKR3,1.6868687363458115,2.3346891849828856e-16,3.913887041107797e-15,14.407391712692194
ACKR4,0.26876497016878353,0.14195013507018142,0.20102817088970243,0.6967430788746567
ACLY,0.6092865906329656,1.3251564817826265e-15,1.9007907704067462e-14,13.72106568548002
ACMSD,0.3331235639609824,0.04518044512588601,0.07334620349142573,1.134622360967199
ACN9,0.38138800339876866,0.0010248018350900885,0.00231859517839223,2.6347750716025007
ACO1,0.00463242171042566,0.9286821616116085,0.9456277867901574,0.024279774753500332
ACO2,-0.7251535413176509,8.775238357341826e-13,7.743118264626315e-12,11.1110841074829
ACOT1,-0.08299099694432677,0.3754090207982624,0.45998332095203176,0.3372579156006469
ACOT11,-0.25476535273142087,0.0383129913434489,0.06346205844514624,1.1974858453010053
ACOT12,0.3242429146810384,0.2557588983438467,0.33361399259901275,0.47675574226362555
ACOT13,-0.06120093701329665,0.3083643019797637,0.3907429244123275,0.40810887745849833
ACOT2,-0.08299099694432677,0.3754090207982624,0.45998332095203176,0.3372579156006469
ACOT4,-1.1525469780062725,4.3515464332910853e-08,1.8664222021248898e-07,6.728990108010395
ACOT6,-0.25857468197511446,0.21786670455060708,0.2906395585976388,0.5366452747199197
ACOT7,-1.635650227440209,1.3487975390343261e-14,1.6256069748065581e-13,12.788984446014345
ACOT8,-0.3429751383934292,3.131637765810764e-07,1.1893022105647405e-06,5.924707773889609
ACOT9,0.8290313919452288,3.762532704050959e-09,1.8769299911523217e-08,7.7265519261124105
ACOX1,0.029092225279844897,0.5742417638383475,0.6523036293041264,0.18555020513170453
ACOX2,1.204921375687979,7.670747949938608e-12,5.735344796341372e-11,10.241440468146806
ACOX3,0.14650367801757547,0.06741451680457355,0.10479842394818971,0.9796452486094602
ACOXL,0.32381539351006783,0.0277319006599975,0.047513186312327135,1.323185844102782
ACP1,-0.20708152422579218,0.00017188878216683705,0.0004367715577213672,3.359745650355613
ACP2,0.1379034334812701,0.04280082886789316,0.07000855646048615,1.1548488771789158
ACP5,0.8138639918220498,0.0001857304350449188,0.0004693572470396924,3.3284964720879935
ACP6,0.847543062971603,6.248070009705966e-10,3.4790249943669122e-09,8.458542451138403
ACPP,0.2247812732750072,0.19688896017141816,0.2662995216859368,0.5746296136186811
ACPT,0.2714573065335868,0.00043856439897509624,0.0010492747689652803,2.9791107701288824
ACR,-0.6301463607607554,0.0008408148137834194,0.0019260726971409875,2.715327325014521
ACRBP,0.17119809095166616,0.32080421654369723,0.40413857647464424,0.3934696926148856
ACRC,-0.23139262055549636,0.006135659815466863,0.012005107045280265,1.920633963139876
ACRV1,-0.0596328083534754,0.5507137678373327,0.6305886776670143,0.2002538313535479
ACSBG1,-0.9780667141203399,1.8769072422187627e-09,9.791967302947918e-09,8.00913004537958
ACSBG2,0.2459547403326532,0.04448449791481677,0.07241359294265412,1.1401799036110405
ACSF2,0.47300066746832226,0.0019062020893054245,0.004112577585559466,2.3858858958109628
ACSF3,0.09093044584247334,0.32292111648206157,0.40633447494997743,0.391116328927911
ACSL1,-0.5351936569841307,0.0018223161042325332,0.003941685860146158,2.404317990569364
ACSL3,-0.7391937143615195,1.439331794505647e-14,1.724517045162109e-13,12.763332508699744
ACSL4,-1.2112142420594214,2.4727333924874115e-17,4.862312918678786e-16,15.313157095167213
ACSL5,-0.08744795551881879,0.3148228599562164,0.39771037539021303,0.4004330790770292
ACSL6,-1.873566181848343,9.497215463124247e-17,1.6993480259859653e-15,14.769717668637192
ACSM1,-0.6015959867500884,0.004592471663068434,0.009222676229456796,2.0351430374023898
ACSM2A,0.40003430906237636,0.0010904068270999117,0.00245479632200203,2.609984536086908
