Name,Description,GTEX-NPJ7,GTEX-P44H,GTEX-Q2AG,GTEX-QVJO,GTEX-UTHO,GTEX-WVLH,GTEX-Y8DK
ENSG00000211796,TRAV16,0,0,0,0,0,0,0
ENSG00000211797,TRAV17,0,0,0,0,0,2,0
ENSG00000211798,TRAV18,0,0,0,0,0,0,0
ENSG00000211799,TRAV19,0,0,0,0,0,0,0
ENSG00000258705,AE000660.4,0,0,1,0,0,1,0
ENSG00000211800,TRAV20,0,0,0,0,0,0,0
ENSG00000211801,TRAV21,0,1,0,0,1,0,0
ENSG00000276428,AE000660.21,0,0,1,0,0,0,0
ENSG00000211802,TRAV22,0,0,0,0,0,0,0
ENSG00000211803,TRAV23DV6,0,0,0,0,0,0,0
ENSG00000211804,TRDV1,0,0,0,0,0,0,0
ENSG00000211805,TRAV24,0,0,0,0,0,0,0
ENSG00000211806,TRAV25,0,0,0,0,0,0,0
ENSG00000211807,TRAV26-1,0,0,0,0,0,0,0
ENSG00000211808,TRAV8-7,0,0,0,0,0,0,0
ENSG00000211809,TRAV27,0,0,0,0,0,0,0
ENSG00000258835,TRAV28,0,0,0,0,0,0,0
ENSG00000211810,TRAV29DV5,0,0,0,0,0,0,0
ENSG00000259092,TRAV30,0,0,0,0,0,0,0
ENSG00000249048,TRAV31,0,0,0,0,0,0,0
ENSG00000258905,TRAV32,0,0,0,0,0,0,0
ENSG00000258812,TRAV33,0,0,0,0,0,0,0
ENSG00000211812,TRAV26-2,0,0,0,0,0,0,0
ENSG00000211813,TRAV34,0,0,0,0,0,0,0
ENSG00000211814,TRAV35,0,0,0,0,0,0,0
ENSG00000211815,TRAV36DV7,0,0,0,0,0,0,0
ENSG00000259068,TRAV37,0,0,1,0,0,0,0
ENSG00000211816,TRAV38-1,0,0,0,0,0,0,0
ENSG00000211817,TRAV38-2DV8,0,0,0,0,0,1,0
ENSG00000211818,TRAV39,0,0,0,0,0,1,0
ENSG00000211819,TRAV40,0,0,0,0,0,0,0
ENSG00000211820,TRAV41,0,0,0,0,0,2,0
ENSG00000256221,AE000661.36,0,0,0,0,0,0,0
ENSG00000251002,AE000661.37,2,0,11,0,0,25,3
ENSG00000259042,AE000661.50,0,0,0,0,0,0,0
ENSG00000211821,TRDV2,0,0,0,0,0,1,0
ENSG00000223997,TRDD1,0,0,0,0,0,0,0
ENSG00000237235,TRDD2,0,0,0,0,0,0,0
ENSG00000228985,TRDD3,0,0,0,0,0,0,0
ENSG00000211825,TRDJ1,0,0,0,1,0,0,0
ENSG00000211826,TRDJ4,0,0,0,0,0,0,0
ENSG00000211827,TRDJ2,0,0,0,0,0,0,0
ENSG00000211828,TRDJ3,0,0,0,0,0,0,0
ENSG00000211829,TRDC,2,13,8,4,0,33,3
ENSG00000256590,TRDV3,1,0,2,1,0,2,0
ENSG00000211831,TRAJ61,0,0,0,0,0,0,0
ENSG00000249446,TRAJ60,0,0,0,0,0,0,0
ENSG00000211832,TRAJ59,0,0,0,0,0,0,0
ENSG00000211833,TRAJ58,0,0,0,0,0,0,0
ENSG00000211834,TRAJ57,0,0,0,0,0,0,0
ENSG00000211835,TRAJ56,0,0,0,0,0,0,0
ENSG00000250688,TRAJ55,0,0,0,0,0,0,0
ENSG00000211836,TRAJ54,0,0,0,0,0,1,0
ENSG00000211837,TRAJ53,0,0,0,0,0,0,0
ENSG00000211838,TRAJ52,0,0,0,0,0,0,0
ENSG00000248366,TRAJ51,0,0,0,0,0,0,0
ENSG00000211839,TRAJ50,0,0,0,0,1,0,0
ENSG00000211840,TRAJ49,0,0,0,0,0,0,0
ENSG00000211841,TRAJ48,0,0,0,0,0,0,0
ENSG00000211842,TRAJ47,0,0,0,0,0,0,0
ENSG00000211843,TRAJ46,0,0,0,0,0,0,0
ENSG00000211844,TRAJ45,0,0,0,0,0,1,0
ENSG00000211845,TRAJ44,0,0,0,0,0,0,0
ENSG00000211846,TRAJ43,0,0,0,0,0,0,0
ENSG00000211847,TRAJ42,0,0,0,0,0,0,0
ENSG00000211848,TRAJ41,0,0,0,0,0,0,0
ENSG00000211849,TRAJ40,0,0,0,0,0,0,0
ENSG00000211850,TRAJ39,0,0,0,0,0,0,0
ENSG00000211851,TRAJ38,0,0,0,0,0,0,0
ENSG00000278661,TRAJ37,0,0,0,0,0,0,0
ENSG00000276699,TRAJ36,0,0,0,0,0,0,0
ENSG00000211854,TRAJ35,0,0,0,0,0,0,0
ENSG00000211855,TRAJ34,0,0,0,0,0,0,0
ENSG00000211856,TRAJ33,0,0,0,0,0,0,0
ENSG00000211857,TRAJ32,0,0,0,0,0,0,0
ENSG00000211858,TRAJ31,0,0,0,0,0,0,0
ENSG00000211859,TRAJ30,0,0,0,0,0,0,0
ENSG00000211860,TRAJ29,0,0,0,0,0,0,0
ENSG00000211861,TRAJ28,0,0,0,0,0,0,0
ENSG00000211862,TRAJ27,0,0,0,0,0,0,0
ENSG00000211863,TRAJ26,0,0,0,0,0,0,0
ENSG00000211864,TRAJ25,0,0,0,0,0,0,0
ENSG00000211865,TRAJ24,0,0,0,0,0,0,0
ENSG00000211866,TRAJ23,0,0,0,0,0,0,0
ENSG00000211867,TRAJ22,0,0,0,0,0,0,0
ENSG00000211868,TRAJ21,0,0,0,0,0,0,0
ENSG00000211869,TRAJ20,0,0,0,0,0,0,0
ENSG00000211870,TRAJ19,0,0,0,0,0,0,0
ENSG00000211871,TRAJ18,0,0,0,0,0,0,0
ENSG00000211872,TRAJ17,0,0,0,0,0,0,0
ENSG00000211873,TRAJ16,0,0,0,0,0,0,0
ENSG00000211875,TRAJ14,0,0,0,0,0,0,0
ENSG00000211876,TRAJ13,0,0,0,0,0,0,0
ENSG00000211877,TRAJ12,0,0,0,0,0,0,0
ENSG00000211878,TRAJ11,0,0,0,1,0,0,0
ENSG00000211879,TRAJ10,0,0,0,0,0,0,0
ENSG00000211880,TRAJ9,0,0,0,0,0,0,0
ENSG00000211881,TRAJ8,0,0,0,0,0,0,0
ENSG00000211882,TRAJ7,0,0,0,0,0,0,0
ENSG00000211883,TRAJ6,0,0,0,0,0,0,0
ENSG00000211884,TRAJ5,0,0,0,0,0,0,0
ENSG00000211885,TRAJ4,0,0,0,0,0,0,0
ENSG00000211886,TRAJ3,0,0,0,0,0,0,0
ENSG00000211887,TRAJ2,0,0,0,0,0,0,0
ENSG00000211888,TRAJ1,0,0,0,0,0,0,0
ENSG00000277734,TRAC,137,25,46,25,223,92,69
ENSG00000259054,AE000662.93,0,0,1,0,1,3,0
ENSG00000259003,AE000662.92,0,0,0,0,0,0,1
ENSG00000129562,DAD1,2919,1757,2356,1506,3217,3320,1769
ENSG00000275552,CH17-302M23.1,3,10,8,8,6,13,4
ENSG00000100439,ABHD4,1933,908,764,533,815,1011,512
ENSG00000255804,OR6J1,2,4,0,1,0,2,0
ENSG00000242061,CTD-2555K7.1,2,2,1,0,0,2,0
ENSG00000235213,OR6E1P,0,2,9,8,12,4,7
ENSG00000258458,CTD-2555K7.2,5,8,5,3,0,5,5
ENSG00000258823,CTD-2555K7.3,2,1,2,0,2,0,0
ENSG00000212302,SNORD41,0,0,0,0,0,0,0
ENSG00000155463,OXA1L,2758,2095,3225,1772,4230,4248,2242
ENSG00000155465,SLC7A7,115,113,93,119,117,77,55
ENSG00000172590,MRPL52,1005,669,1207,597,1189,1652,932
ENSG00000157227,MMP14,384,211,294,284,149,220,224
ENSG00000212335,Y_RNA,0,0,0,0,0,0,0
ENSG00000199716,Y_RNA,0,0,0,0,0,0,0
ENSG00000197324,LRP10,4128,2080,2295,1410,1562,1515,1179
ENSG00000139890,REM2,76,63,88,62,145,204,88
ENSG00000100461,RBM23,3042,1849,4552,1817,3055,5334,2571
ENSG00000237054,PRMT5-AS1,11,1,6,3,12,20,9
ENSG00000100462,PRMT5,1283,762,1926,849,1094,2152,961
ENSG00000257285,RP11-298I3.1,28,49,35,18,14,7,13
ENSG00000092036,HAUS4,483,251,335,432,797,695,272
ENSG00000129474,AJUBA,62,72,73,80,123,89,77
ENSG00000258457,RP11-298I3.4,3,2,6,2,0,4,3
ENSG00000100802,C14orf93,195,136,185,116,252,209,125
ENSG00000280129,RP11-298I3.3,15,0,8,13,0,29,8
ENSG00000100804,PSMB5,3610,2040,4885,2609,5095,6812,3581
ENSG00000279656,RP11-298I3.6,101,150,247,66,272,297,120
ENSG00000222028,PSMB11,0,0,2,0,0,0,1
ENSG00000139880,CDH24,519,240,676,515,550,1373,287
ENSG00000100813,ACIN1,5535,2995,6970,3827,5219,7755,3524
ENSG00000179933,C14orf119,1042,684,1231,628,1700,1710,910
ENSG00000283654,RP11-244E17.1,0,3,7,10,0,31,0
ENSG00000092067,CEBPE,2,4,5,3,7,6,4
ENSG00000092068,SLC7A8,2368,1414,4088,1533,1778,3942,2358
ENSG00000202229,RNU6-1138P,0,0,0,0,0,0,0
ENSG00000215277,RNF212B,3,0,0,1,0,3,0
ENSG00000240131,RP11-124D2.1,0,0,0,0,0,0,0
ENSG00000252347,RNU6-1046P,0,0,0,0,0,0,0
ENSG00000215271,HOMEZ,456,201,396,250,483,394,239
ENSG00000270433,RP11-124D2.7,42,13,34,19,38,45,24
ENSG00000235194,PPP1R3E,3118,1567,3278,1605,3796,4628,2195
ENSG00000129473,BCL2L2,10614,7536,18800,9324,12065,21822,11185
ENSG00000258643,BCL2L2-PABPN1,7,2,1,5,0,7,2
ENSG00000100836,PABPN1,11814,8097,13304,6715,14765,16061,10573
ENSG00000092096,SLC22A17,25894,10538,47228,16432,24425,45375,27349
ENSG00000100842,EFS,635,880,1226,594,1426,1854,731
ENSG00000166090,IL25,1,3,1,0,0,0,0
ENSG00000166091,CMTM5,459,543,704,415,1164,1122,466
ENSG00000197616,MYH6,58,45,83,17,66,52,13
ENSG00000199157,MIR208A,0,0,0,0,0,0,0
ENSG00000092054,MYH7,557,787,1477,766,545,715,648
ENSG00000258444,CTD-2201G16.1,0,0,1,1,0,0,0
ENSG00000215991,MIR208B,0,0,1,0,0,0,0
ENSG00000129460,NGDN,1086,987,1135,685,2257,1755,964
ENSG00000157306,ZFHX2-AS1,70,56,60,61,59,84,47
ENSG00000136367,ZFHX2,996,194,1750,495,883,2051,762
ENSG00000273618,RP11-66N24.7,40,16,39,22,48,53,24
ENSG00000259431,THTPA,163,49,345,129,142,411,241
ENSG00000258727,RP11-66N24.3,236,104,229,239,175,263,119
ENSG00000213983,AP1G2,2513,1059,1922,1701,2096,2031,1150
ENSG00000092051,JPH4,19687,9506,32735,13513,14536,29624,17846
ENSG00000274002,RP11-66N24.6,31,9,25,7,8,34,22
ENSG00000100867,DHRS2,21,29,51,16,12,39,21
ENSG00000258464,RP11-388E23.2,0,1,0,1,0,0,0
ENSG00000259043,BRD7P1,0,0,0,0,0,1,0
ENSG00000270618,RP11-388E23.4,0,0,0,0,0,0,1
ENSG00000222931,RN7SKP205,0,0,1,0,0,2,0
ENSG00000258887,RP11-388E23.3,0,0,0,0,0,0,0
ENSG00000259334,LINC00596,0,0,0,0,0,0,0
ENSG00000215256,DHRS4-AS1,1011,722,1264,671,1047,865,845
ENSG00000157326,DHRS4,300,154,406,206,248,317,272
ENSG00000187630,DHRS4L2,299,281,488,204,665,386,362
ENSG00000225766,DHRS4L1,23,7,20,8,2,20,4
ENSG00000186648,CARMIL3,493,398,1246,416,605,1550,552
ENSG00000100884,CPNE6,5555,2735,7443,2093,2586,6750,3525
ENSG00000129535,NRL,102,115,135,58,24,147,119
ENSG00000100889,PCK2,291,232,356,169,234,398,122
ENSG00000100897,DCAF11,5881,4572,9816,3094,4015,9869,5944
ENSG00000139914,FITM1,26,29,20,15,67,23,9
ENSG00000092010,PSME1,2183,1423,1574,1138,2952,1894,1396
ENSG00000100908,EMC9,524,327,926,289,885,945,751
ENSG00000259321,RP11-468E2.5,38,13,40,24,33,72,33
ENSG00000100911,PSME2,1568,1438,1392,880,2620,2076,1233
ENSG00000283856,MIR7703,0,0,0,0,0,0,0
ENSG00000092098,RNF31,1599,1500,2447,905,1504,2873,1272
ENSG00000199804,RNA5SP383,3,3,1,3,0,6,0
ENSG00000213928,IRF9,1945,900,1349,920,2270,2203,1212
ENSG00000100918,REC8,879,434,1095,606,1323,1395,839
ENSG00000196497,IPO4,450,327,756,215,393,726,378
ENSG00000100926,TM9SF1,1302,540,1345,632,910,1355,725
ENSG00000276698,RP11-468E2.10,45,9,48,35,107,77,26
ENSG00000278784,RP11-468E2.11,374,474,333,247,661,386,167
ENSG00000139908,TSSK4,73,103,161,68,1,144,45
ENSG00000254505,CHMP4A,1548,1428,2218,985,3926,2603,1291
ENSG00000213920,MDP1,481,412,707,233,705,1048,607
ENSG00000129559,NEDD8,5741,4110,7299,3400,8150,9428,6237
ENSG00000100938,GMPR2,2960,2034,4106,2224,4167,5833,2988
ENSG00000092330,TINF2,1754,1262,1979,1000,1842,2360,1343
ENSG00000092295,TGM1,142,63,133,69,110,260,125
ENSG00000100949,RABGGTA,1135,532,1978,889,1662,2399,1404
ENSG00000157379,DHRS1,477,360,702,319,902,793,374
ENSG00000196943,NOP9,1326,628,2228,974,667,1976,1004
ENSG00000213906,LTB4R2,46,26,39,26,8,74,29
ENSG00000213903,LTB4R,177,275,120,162,264,187,93
ENSG00000129467,ADCY4,514,307,624,327,328,548,257
ENSG00000129465,RIPK3,50,32,28,42,40,20,21
ENSG00000283290,U6,0,0,0,0,0,0,0
ENSG00000100968,NFATC4,891,494,1085,532,1002,682,628
ENSG00000205978,NYNRIN,679,250,972,523,662,997,537
ENSG00000139899,CBLN3,241,231,140,105,68,233,202
ENSG00000100441,KHNYN,1448,911,1147,980,1322,1372,699
ENSG00000100445,SDR39U1,342,202,668,223,303,723,361
ENSG00000258744,RP11-80A15.1,14,2,3,0,9,6,1
ENSG00000092009,CMA1,0,0,0,0,0,0,0
ENSG00000100448,CTSG,1,14,0,0,1,4,0
ENSG00000258657,RP11-104E19.1,4,0,0,2,0,0,0
ENSG00000100450,GZMH,4,2,2,2,11,4,0
ENSG00000100453,GZMB,10,3,5,6,52,12,2
ENSG00000168952,STXBP6,5145,4441,6987,1950,2830,4931,3539
ENSG00000258098,RP11-89K22.1,0,0,0,0,0,0,0
ENSG00000257179,HMGN2P6,0,0,0,0,0,0,0
ENSG00000258275,OR7K1P,0,0,0,0,0,0,0
ENSG00000257976,RP11-388G3.1,0,0,2,0,0,0,0
ENSG00000212270,SNORD37,0,0,0,0,0,0,0
ENSG00000279521,RP11-314P15.1,2,0,0,0,0,0,2
ENSG00000257986,RP11-314P15.2,4,5,6,3,0,2,8
ENSG00000257503,CYB5AP5,0,0,0,0,0,0,0
ENSG00000139910,NOVA1,5726,3695,7727,3949,4954,10146,5262
ENSG00000262119,RP11-483C6.1,28,1,26,10,0,5,8
ENSG00000257842,NOVA1-AS1,4,3,4,6,18,8,4
ENSG00000257845,RP11-626P14.1,0,0,0,0,0,1,0
ENSG00000257185,RP11-626P14.2,0,6,3,1,0,7,0
ENSG00000258081,RP11-384J4.2,0,0,0,0,0,0,2
ENSG00000257612,MIR4307HG,0,0,0,0,0,0,0
ENSG00000265165,MIR4307,0,0,0,0,0,0,0
ENSG00000258932,CTD-3006G17.2,0,0,0,0,0,0,0
ENSG00000258548,LINC00645,13,12,36,12,0,30,12
ENSG00000264657,MIR3171,0,0,0,0,0,0,0
ENSG00000197358,BNIP3P1,28,45,60,33,26,49,11
ENSG00000257869,CTD-2591A6.2,0,0,0,0,0,0,0
ENSG00000240179,RPL26P3,0,0,0,0,0,0,0
ENSG00000258175,RP11-412H8.2,0,0,0,0,0,0,0
ENSG00000257662,EIF4A1P12,0,0,0,0,0,0,0
ENSG00000258282,BTF3P2,2,0,0,4,0,2,2
ENSG00000257126,FOXG1-AS1,45,36,38,24,0,31,24
ENSG00000176165,FOXG1,3684,3320,5893,2504,3995,5990,3568
ENSG00000186960,LINC01551,464,220,374,239,289,436,243
ENSG00000257056,RP11-966I7.2,21,10,62,15,0,56,27
ENSG00000257748,RP11-966I7.3,1,4,2,1,0,5,0
ENSG00000274762,RP11-966I7.4,45,63,24,28,62,37,36
ENSG00000258038,CTD-2384A14.1,2,0,0,0,0,3,0
ENSG00000258065,RP11-30H9.1,2,0,0,0,0,0,0
ENSG00000207164,Y_RNA,0,0,0,0,0,0,0
ENSG00000258028,RP11-148E17.1,0,0,0,0,0,1,0
ENSG00000257523,CTD-2384A14.2,0,0,0,0,0,0,2
ENSG00000252065,RNU6-864P,0,0,0,0,0,0,0
ENSG00000257522,RP11-562L8.1,54,24,57,26,10,78,42
ENSG00000258107,RP11-260G13.1,9,7,2,2,0,7,3
ENSG00000212518,RNU11-5P,0,0,0,0,0,0,0
ENSG00000184304,PRKD1,639,407,725,434,636,852,415
ENSG00000257120,CTD-2503I6.1,0,0,1,0,0,1,0
ENSG00000252686,RNU6-1234P,0,0,0,0,0,0,0
ENSG00000257904,RP11-269C4.2,0,0,1,0,0,0,3
ENSG00000248975,CTD-2251F13.1,0,0,0,0,0,1,0
ENSG00000240201,RP11-269C4.1,0,0,0,0,0,0,0
ENSG00000279032,RP11-306B9.1,0,1,0,0,0,0,0
ENSG00000257636,RP11-1103G16.1,0,1,0,0,0,3,0
ENSG00000278587,uc_338,0,0,0,0,0,0,0
ENSG00000258350,SYF2P1,0,0,0,0,0,0,0
ENSG00000092140,G2E3,945,549,802,579,825,1598,545
ENSG00000092108,SCFD1,1932,1747,2361,1252,2083,3875,1765
ENSG00000258648,UBE2CP1,2,0,0,0,0,0,0
ENSG00000258558,RP11-159L20.2,0,2,0,1,0,4,1
ENSG00000243855,RPL12P5,0,0,0,0,0,0,0
ENSG00000240513,RP11-829H16.1,0,0,0,0,0,0,0
ENSG00000213867,RP11-829H16.2,2,6,2,2,3,0,0
ENSG00000100473,COCH,74,45,146,77,47,280,94
ENSG00000258525,RP11-829H16.3,3,0,5,8,0,4,2
ENSG00000196792,STRN3,1598,999,1964,979,1330,2535,1028
ENSG00000258886,HIGD1AP17,0,0,0,0,0,0,0
ENSG00000207952,MIR624,0,0,0,0,0,0,0
ENSG00000258968,RP11-829H16.5,0,0,0,0,0,2,1
ENSG00000100478,AP4S1,1751,914,2741,1135,1635,3290,1644
ENSG00000092148,HECTD1,7478,4393,10205,5594,5931,12718,5018
ENSG00000258640,RPL21P5,3,0,0,1,4,0,1
ENSG00000207440,RNU6-541P,0,0,0,0,0,0,0
ENSG00000202402,Y_RNA,0,0,0,0,0,0,0
ENSG00000257831,RP11-596D21.1,3,0,3,2,0,1,2
ENSG00000199291,Y_RNA,0,0,0,0,0,0,0
ENSG00000129493,HEATR5A,957,816,991,953,592,1188,773
ENSG00000283016,RP11-176H8.3,0,0,6,0,0,2,2
ENSG00000250365,CTD-2213F21.2,17,11,31,9,0,41,16
ENSG00000203546,RP11-176H8.1,28,22,31,14,9,44,32
ENSG00000129480,DTD2,578,440,700,428,575,1099,496
ENSG00000239323,CTD-2213F21.1,0,1,0,1,1,1,0
ENSG00000214943,GPR33,0,0,0,0,0,0,0
ENSG00000151413,NUBPL,497,448,812,462,594,1100,466
ENSG00000258196,CTD-2213F21.4,0,0,0,0,0,0,0
ENSG00000257155,CTD-2213F21.3,0,0,0,0,0,0,0
ENSG00000223087,RNU6-602P,0,0,0,0,0,0,0
ENSG00000207412,RNU6-455P,0,0,0,0,0,0,0
ENSG00000257472,RP11-159D23.2,0,0,0,0,0,0,0
ENSG00000258474,RP11-187E13.1,2,0,0,0,0,0,0
ENSG00000275002,RP11-187E13.3,0,0,0,0,0,0,0
ENSG00000258386,RP11-187E13.2,0,0,0,0,0,0,0
ENSG00000258655,ARHGAP5-AS1,252,293,204,174,205,244,197
ENSG00000100852,ARHGAP5,7551,6771,6302,4838,5858,8353,5254
ENSG00000201654,RNU6-7,0,0,1,0,0,0,1
ENSG00000202337,RNU6-8,3,10,3,5,2,10,2
ENSG00000258619,RP11-134E15.1,0,0,1,0,0,0,0
ENSG00000259086,RP11-134E15.2,3,2,0,3,0,0,0
ENSG00000151320,AKAP6,10388,6925,17909,9466,8724,24925,9686
ENSG00000258580,RP11-320M16.2,4,0,0,0,0,1,0
ENSG00000278746,RN7SL660P,0,0,0,0,0,0,0
ENSG00000259045,MTCO1P2,17,32,55,15,26,23,11
ENSG00000280281,RP11-340L3.1,0,10,5,4,1,12,2
ENSG00000151322,NPAS3,2694,2239,1711,918,1040,1190,855
ENSG00000129521,EGLN3,1560,1584,1356,810,1538,1269,752
ENSG00000258897,EGLN3-AS1,0,0,0,0,0,0,0
ENSG00000223593,AL356806.3,0,0,0,0,0,0,0
ENSG00000165389,SPTSSA,1231,1308,997,740,1594,1628,706
ENSG00000237450,RPL23AP71,0,0,0,0,1,0,1
ENSG00000129518,EAPP,1592,1489,1758,910,1838,2761,1286
ENSG00000279423,RP11-671J11.5,0,3,0,0,10,2,0
ENSG00000259002,RP11-671J11.7,0,1,0,0,0,0,0
ENSG00000206596,RNU1-27P,0,0,0,0,0,0,0
ENSG00000206588,RNU1-28P,0,0,0,0,0,0,0
ENSG00000259135,RP11-671J11.4,0,0,0,0,0,0,0
ENSG00000129515,SNX6,1760,2086,1513,1280,2474,3192,1270
ENSG00000240463,RPS19P3,12,1,13,8,1,5,7
ENSG00000275978,Metazoa_SRP,0,0,1,0,0,0,0
ENSG00000253003,RNU6-1261P,0,0,0,0,0,0,0
ENSG00000241582,RPL23AP8,0,2,0,0,0,0,0
ENSG00000165410,CFL2,3488,3475,3553,2876,8613,6782,2979
ENSG00000243824,RPL12P6,0,0,1,1,3,0,2
ENSG00000198604,BAZ1A,527,382,192,300,264,343,170
ENSG00000251726,RNU7-41P,0,0,0,0,0,0,0
ENSG00000258738,RP11-73E17.2,10,17,15,6,248,30,1
ENSG00000258704,SRP54-AS1,14,6,15,11,35,33,18
ENSG00000258493,RP11-73E17.3,0,0,0,0,0,0,0
ENSG00000226677,IGBP1P1,2,2,7,4,0,16,2
ENSG00000100883,SRP54,2163,1502,2456,1458,2674,3828,1733
ENSG00000151327,FAM177A1,1869,2973,2003,1513,2230,3808,1468
ENSG00000092020,PPP2R3C,1234,1122,1200,813,1839,2298,799
ENSG00000279434,RP11-85K15.3,65,44,81,51,37,140,35
ENSG00000100890,KIAA0391,1345,893,1456,846,1326,1677,823
ENSG00000241052,RPL23AP70,0,0,2,0,0,2,0
ENSG00000259090,SEPT7P1,0,0,0,5,0,0,0
ENSG00000282625,MRPL57P8,0,0,0,0,0,0,0
ENSG00000282308,DPRXP3,0,0,0,1,0,0,0
ENSG00000256243,RPL7AP3,0,0,0,0,1,0,0
ENSG00000240392,RPL9P3,1,0,0,0,2,0,0
ENSG00000100902,PSMA6,3482,3085,3544,1985,5777,6037,2827
ENSG00000258860,RP11-561B11.3,0,0,0,0,0,2,0
ENSG00000240023,RP11-561B11.1,0,0,0,0,0,0,0
ENSG00000100906,NFKBIA,3329,1690,1576,1225,4495,2504,991
ENSG00000259022,DNAJC8P1,0,2,5,7,2,2,1
ENSG00000259017,RP11-561B11.6,5,7,21,4,20,60,17
ENSG00000259105,RPS3AP4,0,1,2,4,0,0,1
ENSG00000258783,KRT18P6,0,4,2,0,0,6,2
ENSG00000168348,INSM2,152,144,288,147,193,387,200
ENSG00000174373,RALGAPA1,2347,1533,3077,2005,1859,4327,1773
ENSG00000253059,SNORA31,0,0,0,0,0,0,0
ENSG00000257957,QRSL1P3,6,0,4,2,0,0,1
ENSG00000258938,RP11-317N8.5,28,39,68,28,0,71,20
ENSG00000258300,NUTF2P2,0,0,0,0,0,0,0
ENSG00000100916,BRMS1L,1303,1159,2184,1065,1147,3408,1448
ENSG00000257272,RP11-317N8.3,43,40,31,29,46,54,28
ENSG00000257307,RP11-317N8.4,0,3,12,2,2,4,0
ENSG00000258342,RP11-116N8.1,2,2,4,8,18,13,2
ENSG00000257614,RP11-116N8.2,0,0,1,0,0,0,0
ENSG00000257720,ILF2P2,0,0,0,0,0,0,0
ENSG00000257826,RP11-116N8.4,2,6,1,1,21,3,0
ENSG00000257585,LINC00609,1,9,12,8,82,31,4
ENSG00000259104,PTCSC3,0,0,0,1,1,0,1
ENSG00000258844,RP11-259K15.2,19,33,33,21,346,128,21
ENSG00000252312,RN7SKP21,0,0,0,2,0,2,0
ENSG00000151332,MBIP,1081,965,1007,676,1075,1533,619
ENSG00000283098,RP11-964E11.3,4,6,4,0,0,1,0
ENSG00000188831,DPPA3P2,2,0,0,3,0,0,0
ENSG00000238540,RNU7-93P,0,0,0,0,0,0,0
ENSG00000229415,SFTA3,2,25,6,12,14,31,10
ENSG00000136352,NKX2-1,13,20,32,26,26,49,15
ENSG00000253563,NKX2-1-AS1,0,0,0,0,0,6,0
ENSG00000258467,PHKBP2,0,0,0,0,0,0,0
ENSG00000243730,RPL29P3,0,0,0,1,0,0,0
ENSG00000136327,NKX2-8,0,0,4,0,0,14,5
ENSG00000201395,RN7SKP257,0,0,0,0,0,0,0
ENSG00000258661,RP11-964E11.2,0,0,0,0,0,0,0
ENSG00000198807,PAX9,20,7,6,8,28,17,1
ENSG00000183032,SLC25A21,14,11,16,8,10,33,15
ENSG00000258690,RP11-81F13.1,0,0,0,0,0,0,1
ENSG00000258601,RP11-81F13.2,0,0,0,0,0,0,0
ENSG00000266327,MIR4503,0,0,0,0,0,0,0
ENSG00000258827,RP11-537P22.2,0,0,0,0,0,0,0
ENSG00000258708,SLC25A21-AS1,69,59,45,31,90,64,35
ENSG00000252746,RNU6-273P,0,0,0,0,0,0,0
ENSG00000151338,MIPOL1,264,89,242,144,120,298,166
ENSG00000207046,RNU6-886P,0,0,0,2,0,0,0
ENSG00000259087,RP11-356O9.2,0,0,0,0,0,0,0
ENSG00000258414,RP11-356O9.1,3,7,2,5,0,4,2
ENSG00000129514,FOXA1,0,2,0,2,8,6,4
ENSG00000139865,TTC6,34,19,25,4,0,34,6
ENSG00000200385,SNORA42,0,0,0,0,0,0,0
ENSG00000201431,RNU6-1277P,0,0,0,0,0,0,0
ENSG00000259091,LINC00517,12,5,2,0,0,6,4
ENSG00000258696,CTD-2058B24.3,6,25,30,14,102,16,16
ENSG00000259048,CTD-2058B24.2,8,13,6,14,1,5,8
ENSG00000258649,CTD-2142D14.1,2,0,1,1,0,2,1
ENSG00000139874,SSTR1,1811,656,3128,856,732,2966,1263
ENSG00000176435,CLEC14A,711,434,746,380,924,560,376
ENSG00000259072,RP11-96D24.1,1,1,0,0,0,2,0
ENSG00000271468,RP11-14N4.1,0,0,0,0,0,0,0
ENSG00000258948,KRT8P1,2,4,4,4,0,14,4
ENSG00000259070,LINC00639,54,92,131,154,156,335,106
ENSG00000258680,RP11-506K19.1,0,0,0,0,0,0,1
ENSG00000270713,RP11-506K19.2,0,0,0,0,0,0,0
ENSG00000199285,Y_RNA,0,0,0,0,0,0,0
ENSG00000100934,SEC23A,3908,2110,5504,3141,2672,6635,3035
ENSG00000259121,RP11-545M17.2,0,0,0,0,0,0,0
ENSG00000258651,RP11-545M17.1,0,0,0,0,0,0,0
ENSG00000258591,RP11-545M17.3,32,23,19,3,42,25,21
ENSG00000092208,GEMIN2,436,280,449,202,470,585,304
ENSG00000182400,TRAPPC6B,4411,3420,5651,3864,4173,8887,3963
ENSG00000241984,RPL7AP2,3,0,0,0,0,4,0
ENSG00000259083,RP11-407N17.4,0,0,0,0,4,2,0
ENSG00000100941,PNN,4987,4136,4890,3281,4225,7228,3180
ENSG00000258671,RP11-407N17.2,0,0,0,0,0,0,0
ENSG00000270503,YTHDF2P1,5,12,6,3,1,5,3
ENSG00000150526,MIA2,0,0,0,0,0,2,2
ENSG00000150527,CTAGE5,1142,720,1275,734,731,2118,832
ENSG00000258940,RP11-407N17.5,25,33,28,8,3,37,36
ENSG00000271424,RP11-647O20.1,11,3,9,0,0,10,3
